"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2017-09-16","92.2","-2.6160","5.5190","Justin Smoak",475253,518716,"strikeout","called_strike",,,,,2,"Justin Smoak called out on strikes.  ","R","L","R","MIN","TOR","S",2,"null",2,2,2017,"-1.3872","1.3772","0.1235","3.6223","null","null","null",0,6,"Top","null","null",,,488771,,"null","9.8323","-133.5114","-1.8567","-18.5749","29.7640","-15.7324","3.7181","1.6888","null","null","null","91.2580","2435","6.0590",492325,518716,488771,408045,572821,500871,593871,592696,621439,596146,"54.4378","null","null","0.00",1,0,0,"null",37,"5","4-Seam Fastball",1,3,3,1,3,1,3,1,"Infield shift","Standard"
"SL","2017-09-08","84.0","-1.7095","6.3895","Starlin Castro",516770,600965,"strikeout","called_strike",,,,,12,"Starlin Castro called out on strikes.  ","R","R","R","TEX","NYY","S",2,"null",1,2,2017,"0.3732","-0.2715","1.1843","3.6239","null","null","null",1,7,"Top","null","null",,,455139,,"null","5.9125","-121.9289","0.5320","2.4634","24.4349","-35.1821","3.6096","1.7278","null","null","null","83.0180","2417","5.8080",492210,600965,455139,435063,596059,608336,462101,592261,460576,608577,"54.6886","null","null","0.00",1,0,0,"null",59,"4","Slider",7,5,5,7,5,7,5,7,"Standard","Standard"
"FT","2017-07-25","96.1","-2.0476","5.7670","Nick Williams",608384,450203,"strikeout","called_strike",,,,,11,"Nick Williams called out on strikes.  ","R","L","R","PHI","HOU","S",2,"null",2,2,2017,"-1.0859","0.3908","-0.0527","3.6069","null",520471,"null",1,3,"Bot","null","null",,,594828,,"null","7.6792","-139.5979","-1.0315","-15.7919","29.2368","-27.0608","3.3390","1.6881","null","null","null","96.0140","1986","6.1720",491595,450203,594828,643603,514888,493329,503556,493114,605233,502210,"54.3265","null","null","0.00",1,0,0,"null",22,"5","2-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard"
"CU","2017-07-19","81.3","0.6479","7.0794","Max Kepler",596146,656756,"strikeout","called_strike",,,,,3,"Max Kepler called out on strikes.  ","R","L","L","MIN","NYY","S",2,"null",2,2,2017,"0.0186","0.3532","0.3167","3.5997","null","null","null",0,3,"Bot","null","null",,,519222,,"null","-0.7589","-117.9879","-1.7560","0.3189","23.6587","-28.9437","3.5968","1.5981","null","null","null","79.4200","2395","5.2410",491514,656756,519222,643265,516770,591720,544369,458731,453056,640449,"55.2562","null","null","0.00",1,0,0,"null",27,"5","Curveball",6,0,6,0,0,6,6,0,"Infield shift","Standard"
"CU","2017-07-06","73.8","1.5911","5.8014","Dansby Swanson",621020,461829,"strikeout","called_strike",,,,,12,"Dansby Swanson called out on strikes.  ","R","R","L","WSH","ATL","S",2,"null",3,2,2017,"-0.9503","-1.1505","0.8815","3.6040","null","null","null",0,3,"Top","null","null",,,446308,,"null","0.1443","-106.9850","4.7595","-7.0474","20.7819","-41.8877","3.7541","1.7395","null","null","null","72.1100","2655","5.4880",491379,461829,446308,475582,502517,543685,594694,571718,572191,547180,"55.0094","null","null","0.00",1,0,0,"null",17,"10","Curveball",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2017-04-30","86.5","-1.1122","6.4189","Jonathan Schoop",570731,476454,"strikeout","called_strike",,,,,2,"Jonathan Schoop called out on strikes.  ","R","R","R","NYY","BAL","S",2,"null",2,2,2017,"1.1756","-0.8690","0.1789","3.6005","null","null","null",1,8,"Top","null","null",,,543309,,"170430_200447","0.7200","-125.8003","1.2485","12.1436","26.9611","-41.7752","3.7600","1.6900","null","null","null","85.8800","2921","6.0430",490461,476454,543309,474892,516770,452104,544369,458731,543305,592450,"54.4546","null","null","0.00",1,0,0,"null",67,"6","Slider",2,4,4,2,4,2,4,2,"Standard","Standard"
"FC","2017-04-11","92.3","-2.7033","5.9435","Avisail Garcia",541645,543766,"strikeout","called_strike",,,,,1,"Avisail Garcia called out on strikes.  ","R","R","R","CLE","CWS","S",2,"null",1,2,2017,"0.3720","0.8820","-0.7525","3.5960","null","null","null",1,10,"Top","null","null",,,543228,,"170411_233349","4.1264","-134.2303","-2.0659","3.6633","24.8303","-21.5133","3.5200","1.6800","null","null","null","91.6330","2301","5.5900",490206,543766,543228,429665,608070,650490,596019,488726,571980,501659,"54.9097","null","null","0.00",1,0,0,"null",70,"4","Cutter",1,1,1,1,1,1,1,1,"Standard","Standard"
"CU","2017-04-15","78.0","-1.7386","6.5414","Jett Bandy",542908,596112,"strikeout","called_strike",,,,,2,"Jett Bandy called out on strikes.  ","R","R","R","CIN","MIL","S",2,"null",1,2,2017,"0.3705","-0.2904","0.0668","3.5959","null","null","null",0,2,"Top","null","null",,,571466,,"170415_173908","3.1547","-113.2141","0.9853","2.5225","19.2363","-35.0023","3.5600","1.6300","null","null","null","76.2630","2373","5.0130",490262,596112,571466,458015,606299,553993,446359,571697,571740,594988,"55.4861","null","null","0.00",1,0,0,"null",10,"5","Curveball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2017-09-17","79.8","-1.7015","6.0325","Jon Gray",592351,468504,"strikeout","called_strike",,,,,12,"Jon Gray called out on strikes.  ","R","R","R","COL","SD","S",2,"null",2,2,2017,"1.1051","0.4403","0.3566","3.5890","null","null","null",0,3,"Bot","null","null",,,516949,,"null","2.4952","-115.9825","0.4614","9.3246","18.8312","-28.6031","3.4651","1.5966","null","null","null","78.8020","2190","5.3580",492336,468504,516949,571976,641319,500208,430947,605486,519333,642707,"55.1426","null","null","0.00",1,0,0,"null",19,"5","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2017-08-13","92.3","-2.4580","5.7615","Tommy Joseph",571830,573109,"strikeout","called_strike",,,,,1,"Tommy Joseph called out on strikes.  ","R","R","R","PHI","NYM","S",2,"null",3,2,2017,"0.3229","1.5369","-0.5399","3.5866","null","null","null",0,9,"Bot","null","null",,,518595,,"null","4.1493","-133.9477","-2.9096","2.8872","29.8350","-13.6307","3.5986","1.7695","null","null","null","91.2230","2279","5.8470",491859,573109,518595,642086,408314,452678,642708,607043,624424,434158,"54.6518","null","null","0.00",1,0,0,"null",76,"7","Cutter",2,6,2,6,6,2,2,6,"Standard","Standard"
"FC","2017-07-02","89.4","-3.3347","5.1234","Matt Carpenter",572761,453286,"strikeout","called_strike",,,,,11,"Matt Carpenter called out on strikes.  ","R","L","R","STL","WSH","S",2,"null",2,2,2017,"0.2685","0.4809","-0.0484","3.5864","null","null","null",0,1,"Bot","null","null",,,446308,,"null","7.4598","-129.9069","1.1428","1.6656","23.3459","-27.2066","3.4616","1.7124","null","null","null","88.8870","2596","5.7270",491337,453286,446308,452252,502517,543685,594694,571718,572191,547180,"54.7672","null","null","0.00",1,0,0,"null",7,"5","Cutter",0,2,0,2,2,0,0,2,"Infield shift","Standard"
"SI","2017-07-16","92.4","-2.2827","5.7387","Brandon Crawford",543063,502239,"strikeout","called_strike",,,,,11,"Brandon Crawford called out on strikes.  ","R","L","R","SD","SF","S",2,"null",2,2,2017,"-1.9349","-0.0722","-0.2066","3.5931","null","null","null",1,6,"Top","null","null",,,516949,,"null","9.4258","-134.0338","0.5191","-25.2938","28.6491","-33.3699","3.4080","1.6136","null","null","null","92.1390","2237","6.2760",491473,502239,516949,571976,641319,605486,430947,517369,519333,518466,"54.2230","null","null","0.00",1,0,0,"null",46,"5","Sinker",7,1,1,7,1,7,1,7,"Standard","Standard"
"SL","2017-07-29","85.7","-2.2136","5.1626","David Freese",501896,489446,"strikeout","called_strike",,,,,2,"David Freese called out on strikes.  ","R","R","R","SD","PIT","S",2,"null",2,2,2017,"-0.6303","0.2183","-0.2384","3.5764","null","null","null",0,9,"Top","null","null",,,516949,,"null","5.7972","-124.1244","2.1655","-7.6003","27.8262","-30.7583","3.5313","1.4034","null","null","null","83.9040","2288","5.6310",491654,489446,516949,517369,641319,605486,543038,519333,622534,592669,"54.8679","null","null","0.00",1,0,0,"null",63,"5","Slider",4,2,2,4,2,4,2,4,"Standard","Standard"
"KC","2017-09-15","82.0","-2.4359","5.9618","Rey Fuentes",571681,502188,"strikeout","called_strike",,,,,11,"Rey Fuentes called out on strikes.  ","R","L","R","SF","ARI","S",2,"null",2,2,2017,"0.8513","-0.4060","-0.4051","3.5685","null","null","null",0,8,"Top","null","null",,,460026,,"null","2.9589","-119.1893","1.8538","7.4674","21.7494","-36.5585","3.3148","1.6376","null","null","null","81.4540","2428","5.8640",492296,502188,460026,457763,605412,605509,543063,596103,593525,491676,"54.6369","null","null","0.00",1,0,0,"null",53,"6","Knuckle Curve",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2017-06-23","88.8","-1.4253","6.2675","Todd Frazier",453943,605194,"strikeout","called_strike",,,,,3,"Todd Frazier called out on strikes.  ","R","R","R","CWS","OAK","S",2,"null",2,2,2017,"-0.3163","0.7165","0.5785","3.5655","null","null","null",0,2,"Bot","null","null",,,622194,,"null","5.3611","-128.7437","-1.9413","-4.3971","24.8783","-24.4563","3.4626","1.4196","null","null","null","86.5150","2343","4.8730",491208,605194,622194,475174,476704,592387,640461,459964,595144,621566,"55.6261","null","null","0.00",1,0,0,"null",14,"6","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2017-08-30","93.4","-2.0221","5.0212","Nick Williams",608384,527054,"strikeout","called_strike",,,,,11,"Nick Williams called out on strikes.  ","R","L","R","PHI","ATL","S",2,"null",3,2,2017,"-0.6906","1.2169","-0.1671","3.5556","null","null","null",1,3,"Bot","null","null",,,571679,,"null","6.3132","-135.7000","-0.7277","-9.9207","27.8430","-17.0183","3.3764","1.6376","null","null","null","93.9120","2284","6.5260",492063,527054,571679,518692,645277,607054,621020,461314,542255,455976,"53.9724","null","null","0.00",1,0,0,"null",26,"6","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2017-09-04","94.8","-1.2627","5.7189","Adam Engel",641553,545333,"strikeout","called_strike",,,,,12,"Adam Engel called out on strikes.  ","R","R","R","CWS","CLE","S",2,"null",1,2,2017,"-0.8975","1.3901","0.8624","3.5625","null","null","null",0,3,"Bot","null","null",,,547379,,"null","7.5359","-137.7692","-3.1094","-12.9894","26.7548","-13.9062","3.5121","1.5915","null","null","null","95.2340","2157","6.3240",492150,545333,547379,467793,608070,650490,596019,501659,457706,502082,"54.1744","null","null","0.00",1,0,0,"null",22,"4","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"CU","2017-04-14","73.9","0.5165","6.6781","Nick Ahmed",605113,477132,"strikeout","called_strike",,,,,2,"Nick Ahmed called out on strikes.  ","R","R","L","LAD","ARI","S",2,"null",1,2,2017,"-0.0944","-1.2647","-0.0349","3.5491","null","null","null",1,5,"Top","null","null",,,518735,,"170415_034660","-0.9461","-107.1841","3.0042","-0.5250","19.7704","-42.3855","3.5872","1.8364","null","null","null","72.3320","2556","5.3560",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"55.0808","null","null","0.00",1,0,0,"null",38,"4","Curveball",4,0,0,4,0,4,0,4,"Standard","Standard"
"FF","2017-08-30","93.1","2.7248","5.9598","Mark Canha",592192,501625,"strikeout","called_strike",,,,,1,"Mark Canha called out on strikes.  ","R","R","L","LAA","OAK","S",2,"null",0,2,2017,"0.9151","1.2732","-0.3002","3.5506","null","null","null",1,8,"Top","null","null",,,455117,,"null","-9.7710","-135.0819","-3.2179","13.2871","27.2922","-15.9765","3.5636","1.7659","null","null","null","93.4390","2296","6.4730",492086,501625,455117,543068,592230,472528,460060,519184,545361,594777,"54.0236","null","null","0.00",1,0,0,"null",71,"3","4-Seam Fastball",10,8,8,10,8,10,8,10,"Standard","Standard"
"FT","2017-08-20","89.1","-1.5619","5.5229","Chris Iannetta",455104,112526,"strikeout","called_strike",,,,,12,"Chris Iannetta called out on strikes.  ","R","R","R","MIN","ARI","S",2,"null",1,2,2017,"-1.2097","1.0004","0.3166","3.5456","null","null","null",1,4,"Top","null","null",,,460269,,"null","6.9176","-129.1955","-0.8276","-14.5666","26.0620","-21.3657","3.3818","1.4899","null","null","null","87.6040","2129","5.4620",491943,112526,460269,641598,572821,501303,593871,592696,621439,596146,"55.0350","null","null","0.00",1,0,0,"null",37,"4","2-Seam Fastball",10,1,1,10,1,10,1,10,"Standard","Standard"
"FT","2017-07-02","96.4","-3.0554","5.7952","Adam Frazier",624428,502188,"strikeout","called_strike",,,,,11,"Adam Frazier called out on strikes.  ","R","L","R","PIT","SF","S",2,"null",3,2,2017,"-1.6052","0.6881","-0.3769","3.5486","null","null","null",1,3,"Bot","null","null",,,457763,,"null","10.7549","-139.8768","-1.9876","-23.4894","28.3425","-22.8238","3.3830","1.3590","null","null","null","96.8280","2453","6.4590",491333,502188,457763,474832,605412,666561,543063,596103,452655,452254,"54.0420","null","null","0.00",1,0,0,"null",20,"9","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2017-06-02","92.7","-2.8717","5.9087","George Springer",543807,506433,"strikeout","called_strike",,,,,1,"George Springer called out on strikes.  ","R","R","R","TEX","HOU","S",2,"null",1,2,2017,"-0.1732","2.0498","-0.7840","3.5469","null","null","null",1,5,"Top","null","null",,,455139,,"170603_033915","5.7044","-134.4583","-4.6241","-3.4285","31.5065","-6.5647","3.7091","1.7656","null","null","null","92.2940","2562","6.3940",490918,506433,455139,435063,596059,134181,462101,607387,592261,425783,"54.1025","null","null","0.00",1,0,0,"null",33,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2017-06-29","85.5","-1.1889","5.8331","Dansby Swanson",621020,659275,"strikeout","called_strike",,,,,1,"Dansby Swanson called out on strikes.  ","R","R","R","SD","ATL","S",2,"null",0,2,2017,"0.6839","0.0979","-0.3288","3.5387","null","null","null",0,3,"Top","null","null",,,595978,,"null","0.6935","-123.9998","0.7285","6.6372","26.5231","-31.6417","3.6517","1.7036","null","null","null","83.5850","2569","5.3590",491280,659275,595978,571976,641319,605486,642707,517369,622534,592669,"55.1400","null","null","0.00",1,0,0,"null",15,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2017-09-07","89.9","3.7126","5.4822","Lance Lynn",458681,453385,"strikeout","called_strike",,,,,3,"Lance Lynn called out on strikes.  ","R","R","L","SD","STL","S",2,"null",3,2,2017,"0.9501","0.2248","0.6129","3.5339","null","null","null",1,3,"Top","null","null",,,595978,,"null","-9.4520","-130.2404","0.7074","12.5173","27.4316","-30.0871","3.5890","1.5793","null","null","null","88.3680","2101","5.5770",492200,453385,595978,571976,641319,500208,430947,605486,622534,517369,"54.9220","null","null","0.00",1,0,0,"null",21,"6","2-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Strategic"
"FF","2017-09-16","93.3","-3.0376","6.2013","Curtis Granderson",434158,595918,"strikeout","called_strike",,,,,12,"Curtis Granderson called out on strikes.  ","R","L","R","WSH","LAD","S",2,"null",1,2,2017,"-0.9582","1.5956","0.4691","3.5266","null","null","null",0,4,"Top","null","null",,,600474,,"null","11.1500","-135.1849","-4.6340","-14.2100","28.0539","-11.5932","3.0707","1.4496","null","null","null","93.6340","2025","6.6030",492316,595918,600474,475582,502517,543685,607208,435062,572191,150029,"53.8939","null","null","0.00",1,0,0,"null",26,"5","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"SL","2017-07-29","86.4","-1.3825","5.9424","Starling Marte",516782,659275,"strikeout","called_strike",,,,,2,"Starling Marte called out on strikes.  ","R","R","R","SD","PIT","S",2,"null",1,2,2017,"0.1986","0.1254","0.0732","3.5160","null","null","null",0,1,"Top","null","null",,,516949,,"null","3.0131","-125.4586","0.1772","1.4219","24.8616","-31.2027","3.6084","1.4134","null","null","null","84.6170","2569","5.1890",491654,659275,516949,517369,641319,605486,543038,518466,622534,592669,"55.3096","null","null","0.00",1,0,0,"null",1,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2017-04-27","82.6","1.6265","6.1071","Scott Van Slyke",475100,519043,"strikeout","called_strike",,,,,3,"Scott Van Slyke called out on strikes.  ","R","R","L","SF","LAD","S",2,"null",3,2,2017,"1.5375","0.6331","0.5292","3.5203",621035,"null","null",1,7,"Top","null","null",,,460026,,"170427_214202","-5.3846","-119.8720","-0.5421","15.6716","24.3051","-26.3057","3.8400","1.7600","null","null","null","81.7620","1545","5.9770",490422,519043,460026,457763,605509,624414,456488,474832,491676,452254,"54.5238","null","null","0.00",1,0,0,"null",49,"6","Changeup",1,1,1,1,1,1,1,1,"Strategic","Standard"
"FC","2017-06-04","86.3","-3.2232","6.6871","Chris Herrmann",543302,474699,"strikeout","called_strike",,,,,1,"Chris Herrmann called out on strikes.  ","R","L","R","MIA","ARI","S",2,"null",0,2,2017,"0.3914","0.8990","-0.8164","3.5183","null","null","null",0,3,"Top","null","null",,,454560,,"170604_175654","4.8532","-125.1358","-2.9757","2.9944","24.9661","-22.7479","3.4460","1.5529","null","null","null","84.4500","2135","5.2410",490942,474699,454560,489138,543829,518618,595375,542303,592885,519317,"55.2566","null","null","0.00",1,0,0,"null",22,"3","Cutter",3,1,1,3,1,3,1,3,"Standard","Standard"
"FF","2017-09-03","88.3","2.5260","6.0202","Khris Davis",501981,452027,"strikeout","called_strike",,,,,2,"Khris Davis called out on strikes.  ","R","R","L","SEA","OAK","S",2,"null",0,2,2017,"0.7187","1.9268","-0.2553","3.5234","null","null","null",0,2,"Top","null","null",,,434563,,"null","-8.0863","-127.8583","-3.7821","9.3657","26.1414","-10.9702","3.7045","1.7808","null","null","null","86.9760","2026","5.6940",492142,452027,434563,475174,429664,572122,516416,592325,628338,571745,"54.8046","null","null","0.00",1,0,0,"null",11,"4","4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard"
"FF","2017-05-27","95.5","-1.9491","6.0854","Cory Spangenberg",605486,544931,"strikeout","called_strike",,,,,11,"Cory Spangenberg called out on strikes.  ","R","L","R","WSH","SD","S",2,"null",0,2,2017,"-0.7984","1.6686","-0.3228","3.5195","null","null","null",0,4,"Top","null","null",,,446308,,"170527_211630","6.1272","-138.6503","-4.9233","-11.8040","31.1124","-9.4693","3.2200","1.4600","null","null","null","96.0360","2244","6.7190",490839,544931,446308,475582,594694,543685,607208,150029,572191,547180,"53.7782","null","null","0.00",1,0,0,"null",27,"3","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"SI","2017-09-30","96.6","-1.6927","6.1984","Odubel Herrera",546318,544727,"strikeout","called_strike",,,,,12,"Odubel Herrera called out on strikes.  ","R","L","R","PHI","NYM","S",2,"null",2,2,2017,"-1.1619","0.5372","0.0435","3.5153","null","null","null",0,11,"Bot","null","null",,,608700,,"null","7.1547","-140.0193","-2.6699","-16.7805","35.2609","-24.8341","3.1775","1.5238","null","null","null","95.3120","2153","6.0130",492508,544727,608700,642086,408314,452678,642708,607043,501571,493114,"54.4858","null","null","0.00",1,0,0,"null",93,"7","Sinker",4,7,4,7,7,4,4,7,"Standard","Standard"
"CU","2017-08-25","78.0","-0.7796","6.4574","Wilson Ramos",467092,608379,"strikeout","called_strike",,,,,12,"Wilson Ramos called out on strikes.  ","R","R","R","STL","TB","S",2,"null",3,2,2017,"0.2804","-0.8009","0.9784","3.5063",446334,489149,"null",0,3,"Top","null","null",,,425877,,"null","3.2686","-113.5271","1.9337","1.8745","19.2824","-39.6460","3.2895","1.5188","null","null","null","78.2060","2140","6.2600",492021,608379,425877,572761,543939,576397,657557,545341,451594,572039,"54.2385","null","null","0.00",1,0,0,"null",23,"6","Curveball",1,1,1,1,1,1,1,1,"Standard","Standard"
