"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2017-06-02","75.3","0.7571","6.5786","Jesus Aguilar",542583,477132,"strikeout","swinging_strike_blocked",,,,,14,"Jesus Aguilar strikes out swinging.  ","R","R","L","MIL","LAD","S",2,"null",1,2,2017,"0.2857","-1.1166","0.2868","-1.3877","null","null","null",0,4,"Bot","null","null",,,518735,,"170603_010402","-1.4611","-109.1791","-7.1488","2.5348","24.3633","-39.5089","3.3572","1.4575","null","null","null","73.7680","2354","5.9570",490919,477132,518735,408236,400284,523253,608369,641355,518649,624577,"54.5411","null","null","0.00",1,0,0,"null",25,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2017-08-06","75.4","2.0399","5.8108","Jose Reyes",408314,547943,"strikeout","swinging_strike_blocked",,,,,13,"Jose Reyes strikes out swinging.  ","R","R","L","NYM","LAD","S",2,"null",2,2,2017,"-0.9356","-1.2356","-1.1569","-1.2936","null","null","null",1,5,"Bot","null","null",,,605131,,"null","-4.9534","-109.4161","-5.2860","-6.2267","22.5436","-40.9479","2.9153","1.2379","null","null","null","73.8470","2479","5.6640",491757,547943,605131,641355,523253,457759,608369,621035,571771,624577,"54.8355","null","null","0.00",1,0,0,"null",36,"5","Curveball",0,5,0,5,5,0,0,5,"Standard","Standard"
"CU","2017-08-18","81.5","-1.4038","6.5597","Ronald Torreyes",591720,598264,"strikeout","swinging_strike_blocked",,,,,14,"Ronald Torreyes strikes out swinging, catcher Christian Vazquez to first baseman Hanley Ramirez.  ","R","R","R","BOS","NYY","S",2,"null",0,2,2017,"0.4119","-1.2353","1.5771","-1.2617","null","null","null",1,6,"Top","null","null",,,543877,,"null","5.8900","-118.2279","-8.4337","2.4663","26.7825","-41.9188","3.0471","1.1575","null","null","null","80.6330","2139","6.2970",491921,598264,543877,434670,456488,646240,593428,643217,598265,605141,"54.2026","null","null","0.00",1,0,0,"null",46,"4","Curveball",3,2,2,3,2,3,2,3,"Standard","Strategic"
"KC","2017-10-01","84.0","-1.5277","5.6365","Rob Brantly",542963,592102,"strikeout","swinging_strike_blocked",,,,,14,"Rob Brantly strikes out swinging, catcher Yan Gomes to first baseman Lonnie Chisenhall.  ","R","L","R","CLE","CWS","S",2,"null",0,2,2017,"1.2832","-0.7167","1.3840","-1.0983","null","null","null",1,9,"Top","null","null",,,543228,,"null","4.2039","-121.7952","-7.5821","11.4209","27.5643","-37.6498","3.2391","1.3399","null","null","null","82.3990","2696","5.7620",492517,592102,543228,502082,570482,650490,570481,501659,656185,571980,"54.7383","null","null","0.00",1,0,0,"null",67,"3","Knuckle Curve",3,1,1,3,1,3,1,3,"Standard","Standard"
"KC","2017-05-31","80.7","2.3481","6.1376","Pat Valaika",642162,572020,"strikeout","swinging_strike_blocked",,,,,13,"Pat Valaika strikes out swinging, catcher Mike Zunino to first baseman Danny Valencia.  ","R","R","L","SEA","COL","S",2,"null",1,2,2017,"-0.4847","-0.9124","-0.7507","-1.0819","null","null","null",0,6,"Top","null","null",,,572287,,"170601_034107","-5.9504","-117.0893","-7.5287","-3.1165","25.0655","-39.0775","3.2118","1.3730","null","null","null","79.8990","2155","6.1990",490894,572020,572287,502143,429664,572122,516416,628338,502481,592325,"54.3001","null","null","0.00",1,0,0,"null",39,"4","Knuckle Curve",4,0,0,4,0,4,0,4,"Standard","Standard"
"CU","2017-06-11","74.8","-2.8655","5.9618","Yasmani Grandal",518735,534947,"strikeout","swinging_strike_blocked",,,,,14,"Yasmani Grandal strikes out swinging, catcher Devin Mesoraco to first baseman Joey Votto.  ","R","L","R","LAD","CIN","S",2,"null",2,2,2017,"1.5880","-0.1262","1.4298","-1.0303","null","null","null",0,2,"Bot","null","null",,,519023,,"null","6.0336","-108.3413","-6.7595","10.9006","21.7735","-32.0601","3.2026","1.4047","null","null","null","73.4400","2000","5.7510",491038,534947,519023,458015,606299,553993,446359,594807,571740,594988,"54.6362","null","null","0.00",1,0,0,"null",17,"5","Curveball",2,3,2,3,3,2,2,3,"Infield shift","Standard"
"CU","2017-09-29","81.0","-1.4848","6.0586","Xander Bogaerts",593428,501789,"strikeout","swinging_strike_blocked",,,,,14,"Xander Bogaerts strikes out swinging.  ","R","R","R","BOS","HOU","S",2,"null",1,2,2017,"0.6365","-1.3848","0.8801","-0.9961","null","null","null",0,8,"Bot","null","null",,,518542,,"null","4.0625","-117.6619","-6.3859","4.9786","24.9486","-43.7709","3.4128","1.4392","null","null","null","80.4270","2559","6.2590",492490,501789,518542,493329,514888,608324,621043,503556,543807,605233,"54.2407","null","null","0.00",1,0,0,"null",61,"4","Curveball",2,3,2,3,3,2,2,3,"Standard","Strategic"
"CU","2017-06-17","81.8","-1.9610","5.7033","Jed Lowrie",476704,593334,"strikeout","swinging_strike_blocked",,,,,14,"Jed Lowrie strikes out swinging, catcher Austin Romine to first baseman Chris Carter.  ","R","L","R","OAK","NYY","S",2,"null",3,2,2017,"0.0104","-0.7186","0.8229","-0.9980","null",459964,"null",1,8,"Bot","null","null",,,519222,,"null","6.0485","-118.7233","-7.0919","-0.9133","19.7669","-37.7170","3.3710","1.5350","null","null","null","79.5760","2561","4.5980",491123,593334,519222,474892,591720,452104,544369,458731,592863,592450,"55.8993","null","null","0.00",1,0,0,"null",71,"8","Curveball",5,2,5,2,2,5,5,2,"Standard","Standard"
"CU","2017-04-12","81.4","-2.5704","6.2815","Billy Hamilton",571740,467100,"strikeout","swinging_strike_blocked",,,,,14,"Billy Hamilton strikes out swinging, catcher Francisco Cervelli to first baseman Josh Bell.  ","R","L","R","PIT","CIN","S",2,"null",1,2,2017,"-0.3580","-0.3616","1.0271","-0.9282","null","null","null",0,1,"Top","null","null",,,465041,,"170412_230723","8.6379","-117.8046","-8.7139","-4.9590","22.9221","-34.0323","3.4100","1.6200","null","null","null","80.3560","2385","5.9290",490219,467100,465041,605137,543281,501896,474568,624428,516782,457705,"54.5727","null","null","0.00",1,0,0,"null",1,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2017-05-03","83.6","-1.7843","5.8065","Yolmer Sanchez",570560,501992,"strikeout","swinging_strike_blocked",,,,,14,"Yolmer Sanchez strikes out swinging, catcher Salvador Perez to first baseman Eric Hosmer.  ","R","L","R","KC","CWS","S",2,"null",0,2,2017,"-0.4703","-0.9571","1.5586","-0.8615","null","null","null",1,1,"Top","null","null",,,521692,,"170504_001613","8.6020","-121.2741","-7.0172","-6.3019","23.4686","-40.4671","3.2743","1.5348","null","null","null","83.3540","2304","6.3100",490503,501992,521692,543333,593160,519058,444876,460086,456715,593528,"54.2339","null","null","0.00",1,0,0,"null",2,"3","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
