"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2017-09-29","77.3","2.0165","5.8612","Tucker Barnhart",571466,500779,"strikeout","swinging_strike_blocked",,,,,13,"Tucker Barnhart strikes out swinging.  ","R","R","L","CHC","CIN","S",2,"null",0,2,2017,"-0.7029","-0.8512","-0.4638","-0.8299","null","null","null",1,3,"Top","null","null",,,575929,,"null","-3.9990","-112.3310","-5.7146","-5.1215","21.0663","-38.4505","2.9929","1.2754","null","null","null","76.7530","2119","6.0410",492488,500779,575929,488671,600303,664023,502273,656941,445055,450314,"54.4555","null","null","0.00",1,0,0,"null",19,"5","Curveball",2,0,0,2,0,2,0,2,"Standard","Standard"
"SL","2017-09-20","87.1","-1.7205","6.2008","Rafael Bautista",622441,592426,"strikeout","swinging_strike_blocked",,,,,14,"Rafael Bautista strikes out swinging.  ","R","R","R","ATL","WSH","S",2,"null",0,2,2017,"-0.2424","-0.8993","1.1012","-0.7918","null","null","null",1,9,"Top","null","null",,,435559,,"null","7.2564","-126.3743","-8.7354","-4.0776","25.8107","-40.2364","3.6843","1.4211","null","null","null","86.9330","2295","6.3490",492377,592426,435559,518692,607054,622666,621020,608672,572669,455976,"54.1526","null","null","0.00",1,0,0,"null",69,"5","Slider",3,7,7,3,7,3,7,3,"Standard","Standard"
"CU","2017-05-08","77.8","1.9354","6.0246","Manny Machado",592518,461829,"strikeout","swinging_strike_blocked",,,,,13,"Manny Machado strikes out swinging.  ","R","R","L","BAL","WSH","S",2,"null",0,2,2017,"-1.2240","0.0656","-1.4655","-0.7526","null","null","null",1,1,"Bot","null","null",,,446308,,"170508_231750","-5.0175","-112.7744","-7.4067","-8.8584","25.1974","-30.2999","3.6500","1.7200","null","null","null","75.7310","2877","5.5220",490582,461829,446308,475582,502517,543685,594694,150029,572191,547180,"54.9750","null","null","0.00",1,0,0,"null",6,"3","Curveball",1,0,1,0,0,1,1,0,"Standard","Standard"
"CU","2017-08-26","84.3","-0.6627","6.1709","Justin Smoak",475253,519151,"strikeout","swinging_strike_blocked",,,,,14,"Justin Smoak strikes out swinging.  ","R","L","R","TOR","MIN","S",2,"null",1,2,2017,"0.9975","-0.8164","1.1610","-0.7198","null","null","null",0,6,"Bot","null","null",,,641598,,"null","2.2856","-122.1319","-7.7656","8.9784","27.8292","-38.4927","3.3647","1.5157","null","null","null","81.8470","3227","5.2390",492030,519151,641598,573627,572821,500871,593871,592696,621439,596146,"55.2639","null","null","0.00",1,0,0,"null",54,"4","Curveball",8,3,8,3,3,8,8,3,"Infield shift","Standard"
"CU","2017-05-18","81.6","-2.4193","5.6602","Trey Mancini",641820,519455,"strikeout","swinging_strike_blocked",,,,,14,"Trey Mancini strikes out swinging, catcher Alex Avila to first baseman Andrew Romine.  ","R","R","R","DET","BAL","S",2,"null",0,2,2017,"0.1243","-0.5686","1.2511","-0.6913","null","null","null",1,1,"Top","null","null",,,488671,,"170518_171326","7.8738","-118.4253","-6.6306","-0.0677","18.2807","-36.6135","3.8700","1.7800","null","null","null","80.7220","2573","5.4110",490707,519455,488671,461865,435079,592206,578428,457708,607385,502110,"55.0882","null","null","0.00",1,0,0,"null",2,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2017-06-17","85.8","-0.9864","5.6480","J.T. Realmuto",592663,527055,"strikeout","swinging_strike_blocked",,,,,14,"J.  T.   Realmuto strikes out swinging, catcher Tyler Flowers to first baseman Matt Adams.  ","R","R","R","ATL","MIA","S",2,"null",1,2,2017,"0.0853","-0.1954","1.0384","-0.6801","null","null","null",0,10,"Top","null","null",,,452095,,"null","4.5567","-124.5844","-8.2505","0.0429","22.6961","-32.8977","4.0456","1.7145","null","null","null","84.9660","2478","5.6560",491122,527055,452095,571431,408252,622666,621020,542454,542255,572669,"54.8448","null","null","0.00",1,0,0,"null",84,"4","Slider",7,7,7,7,7,7,7,7,"Standard","Standard"
"CU","2017-08-20","80.1","1.8271","6.8931","Danny Valencia",502143,605483,"strikeout","swinging_strike_blocked",,,,,13,"Danny Valencia strikes out swinging.  ","R","R","L","TB","SEA","S",2,"null",0,2,2017,"-0.9548","-1.4012","-0.1326","-0.6490","null","null","null",1,1,"Top","null","null",,,491696,,"null","-2.5344","-115.9812","-7.0108","-7.5502","27.5845","-42.8109","3.4811","1.5620","null","null","null","77.4740","2628","5.3220",491954,605483,491696,489149,543543,446334,588751,572816,595281,519306,"55.1781","null","null","0.00",1,0,0,"null",2,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2017-04-22","77.1","-1.4027","6.3215","David Freese",501896,656547,"strikeout","swinging_strike_blocked",,,,,14,"David Freese strikes out swinging.  ","R","R","R","PIT","NYY","S",2,"null",0,2,2017,"0.5599","-1.2290","0.6050","-0.6458","null","null","null",0,6,"Bot","null","null",,,519222,,"170422_220127","3.2149","-111.7736","-5.4327","3.7737","23.4822","-41.1214","3.8417","1.5889","null","null","null","74.7600","2968","5.1490",490360,656547,519222,595885,516770,452104,591720,543305,453056,592450,"55.3526","null","null","0.00",1,0,0,"null",51,"4","Curveball",3,5,3,5,5,3,3,5,"Standard","Standard"
"KC","2017-08-05","82.1","-1.5717","6.0186","Eric Thames",519346,502171,"strikeout","swinging_strike_blocked",,,,,14,"Eric Thames strikes out swinging.  ","R","L","R","TB","MIL","S",2,"null",2,2,2017,"0.0777","-1.7183","0.9674","-0.5809","null","null","null",0,1,"Top","null","null",,,491696,,"null","5.4507","-119.1017","-5.0351","-0.4375","24.8686","-46.9359","3.6596","1.4379","null","null","null","79.6730","2486","4.9760",491744,502171,491696,489149,543543,446334,588751,572816,605480,519306,"55.5233","null","null","0.00",1,0,0,"null",1,"7","Knuckle Curve",0,0,0,0,0,0,0,0,"Strategic","Standard"
"CU","2017-07-23","80.7","-1.4995","6.2838","Andrew Benintendi",643217,592170,"strikeout","swinging_strike_blocked",,,,,14,"Andrew Benintendi strikes out swinging, catcher Martin Maldonado to first baseman C.  J.   Cron.  ","R","L","R","LAA","BOS","S",2,"null",1,2,2017,"0.6495","-1.3448","0.1943","-0.5696","null","null","null",1,1,"Top","null","null",,,455117,,"null","2.5342","-117.2436","-6.0217","5.3042","22.1130","-43.2770","3.3165","1.4089","null","null","null","79.1860","2942","5.3190",491563,592170,455117,543068,545338,472528,592743,519184,545361,594777,"55.1805","null","null","0.00",1,0,0,"null",2,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2017-05-12","82.2","-2.4478","5.4590","Yasmany Tomas",630111,607192,"strikeout","swinging_strike_blocked",,,,,14,"Yasmany Tomas strikes out swinging.  ","R","R","R","ARI","PIT","S",2,"null",1,2,2017,"0.5275","-1.8978","0.4317","-0.5593","null","null","null",1,2,"Bot","null","null",,,455755,,"170513_021547","5.5873","-119.8975","-3.4403","4.2382","22.1457","-50.6599","3.6200","1.7100","null","null","null","84.0360","2695","7.2680",490635,607192,455755,605137,543281,501896,474568,591741,457705,570256,"53.2315","null","null","0.00",1,0,0,"null",15,"4","Curveball",0,1,0,1,1,0,0,1,"Standard","Standard"
"CU","2017-10-01","83.1","1.8097","6.8182","J.J. Hardy",429666,605483,"strikeout","swinging_strike_blocked",,,,,13,"J.   Hardy strikes out swinging, catcher Curt Casali to first baseman Logan Morrison.  ","R","R","L","TB","BAL","S",2,"null",0,2,2017,"-0.5587","-0.5843","-0.6140","-0.5637","null","null","null",0,3,"Top","null","null",,,592200,,"null","-4.4334","-120.4200","-9.0975","-4.3263","26.9488","-35.9644","3.3551","1.4564","null","null","null","81.8960","2515","6.0540",492516,605483,592200,489149,461858,446334,621002,572816,605480,519306,"54.4459","null","null","0.00",1,0,0,"null",15,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2017-08-31","77.8","-2.6970","5.9227","Randal Grichuk",545341,430912,"strikeout","swinging_strike_blocked",,,,,14,"Randal Grichuk strikes out swinging, catcher Buster Posey to first baseman Ryder Jones.  ","R","R","R","SF","STL","S",2,"null",1,2,2017,"1.3916","-1.0125","2.0553","-0.5465",425877,543939,"null",1,4,"Top","null","null",,,457763,,"null","7.5648","-112.8230","-5.0297","9.9062","21.1856","-39.7624","3.1885","1.3418","null","null","null","75.6950","2808","5.0190",492099,430912,457763,624507,605412,467055,543063,592620,452655,452254,"55.4821","null","null","0.00",1,0,0,"null",27,"4","Curveball",0,2,2,0,2,0,2,0,"Strategic","Standard"
"CU","2017-09-13","77.6","-1.4515","6.8655","Magneuris Sierra",642423,608652,"strikeout","swinging_strike_blocked",,,,,14,"Magneuris Sierra strikes out swinging, catcher Tucker Barnhart to first baseman Joey Votto.  ","R","L","R","STL","CIN","S",2,"null",1,2,2017,"-0.0410","-0.9171","1.1053","-0.5346","null","null","null",0,9,"Bot","null","null",,,571466,,"null","5.4200","-112.5909","-7.1373","-1.3046","20.1186","-38.6892","3.3509","1.6661","null","null","null","75.9980","2571","5.2740",492272,608652,571466,458015,606299,553993,446359,594807,594988,608385,"55.2426","null","null","0.00",1,0,0,"null",70,"4","Curveball",0,6,0,6,6,0,0,6,"Standard","Standard"
"CU","2017-10-01","80.4","-1.4796","6.8004","Eduardo Escobar",500871,572403,"strikeout","swinging_strike_blocked",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","MIN","DET","S",2,"null",2,2,2017,"0.9969","-0.7678","1.0134","-0.5311","null","null","null",0,8,"Bot","null","null",,,592407,,"null","3.6301","-116.5355","-7.8917","8.0134","25.8227","-37.4977","2.9444","1.1761","null","null","null","78.9220","2466","5.8780",492519,572403,592407,519068,461865,600869,553988,502100,592444,592206,"54.6189","null","null","0.00",1,0,0,"null",62,"6","Curveball",5,1,5,1,1,5,5,1,"Standard","Standard"
"KC","2017-05-10","84.2","-1.8967","6.0753","Tyler Collins",607385,643327,"strikeout","swinging_strike_blocked",,,,,13,"Tyler Collins strikes out swinging, catcher Chris Iannetta to first baseman Paul Goldschmidt.  ","R","L","R","ARI","DET","S",2,"null",1,2,2017,"0.0224","-1.1025","-0.3865","-0.5339","null","null","null",1,1,"Top","null","null",,,455104,,"170511_014357","3.3904","-122.3522","-6.7609","-0.4233","23.0987","-41.8479","3.2900","1.5400","null","null","null","82.6620","2153","5.2410",490603,643327,455104,502671,592273,571875,605113,630111,572041,572008,"55.2586","null","null","0.00",1,0,0,"null",2,"4","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2017-06-22","82.8","-2.3891","6.3425","Eric Thames",519346,467100,"strikeout","swinging_strike_blocked",,,,,14,"Eric Thames strikes out swinging.  ","R","L","R","MIL","PIT","S",2,"null",0,2,2017,"0.2320","-0.3484","0.6790","-0.5256","null",519299,"null",1,7,"Bot","null","null",,,553869,,"null","6.4368","-120.0516","-8.3484","0.9484","22.8767","-34.1076","3.5605","1.3376","null","null","null","81.2750","2211","5.4150",491194,467100,553869,605137,621559,543281,474568,444379,457705,570256,"55.0830","null","null","0.00",1,0,0,"null",55,"3","Curveball",3,2,3,2,2,3,3,2,"Standard","Standard"
"CU","2017-08-11","87.8","0.2443","6.5150","Jose Ramirez",608070,621237,"strikeout","swinging_strike_blocked",,,,,13,"Jose Ramirez strikes out swinging.  ","R","R","L","TB","CLE","S",2,"null",0,2,2017,"-0.9060","-0.0674","-1.1385","-0.4781","null",596019,"null",1,7,"Top","null","null",,,467092,,"null","-1.4772","-127.4842","-10.6929","-9.6768","24.0001","-31.0963","3.2627","1.5306","null","null","null","88.0790","2281","6.3930",491823,621237,467092,489149,543543,461858,588751,572816,605480,519306,"54.1073","null","null","0.00",1,0,0,"null",49,"4","Curveball",0,5,5,0,5,0,5,0,"Standard","Standard"
"SL","2017-05-29","79.9","1.9904","6.1994","Javier Baez",595879,543272,"strikeout","swinging_strike_blocked",,,,,13,"Javier Baez strikes out swinging.  ","R","R","L","SD","CHC","S",2,"null",1,2,2017,"-2.2517","-0.7774","-0.5503","-0.4819","null","null","null",0,8,"Top","null","null",,,595978,,"170529_231232","-1.5395","-115.7916","-6.2933","-18.7604","24.9202","-37.7415","3.4100","1.6300","null","null","null","77.2130","2557","4.9430",490862,543272,595978,571976,500208,572114,488818,642707,519333,592669,"55.5552","null","null","0.00",1,0,0,"null",63,"5","Slider",5,2,2,5,2,5,2,5,"Standard","Standard"
"KC","2017-05-03","83.9","-1.4568","6.9004","Jeff Samardzija",502188,548389,"strikeout","swinging_strike_blocked",,,,,14,"Jeff Samardzija strikes out swinging, catcher Yasmani Grandal to first baseman Adrian Gonzalez.  ","R","R","R","LAD","SF","S",2,"null",1,2,2017,"0.3949","-1.1107","0.3330","-0.4769","null","null","null",0,7,"Top","null","null",,,518735,,"170504_042002","3.3148","-121.6047","-8.2712","3.0362","26.2315","-41.2350","3.6013","1.5815","null","null","null","81.7550","2895","5.2950",490513,548389,518735,408236,400284,457759,608369,641355,592808,624577,"55.2090","null","null","0.00",1,0,0,"null",46,"4","Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2017-04-14","79.6","-0.6180","6.5411","Andrew Toles",592808,425844,"strikeout","swinging_strike_blocked",,,,,14,"Andrew Toles strikes out swinging, catcher Jeff Mathis to first baseman Paul Goldschmidt.  ","R","L","R","LAD","ARI","S",2,"null",1,2,2017,"1.1395","-0.4777","0.9382","-0.4575","null","null","null",0,3,"Bot","null","null",,,425772,,"170415_030105","1.3312","-115.5843","-7.5699","9.6103","22.4308","-35.1138","2.8637","1.2802","null","null","null","77.9980","2683","5.4410",490240,425844,425772,502671,592273,518614,605113,630111,572041,572008,"55.1276","null","null","0.00",1,0,0,"null",19,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2017-08-02","80.2","-1.4343","6.1534","Andrew Knapp",595284,500724,"strikeout","swinging_strike_blocked",,,,,13,"Andrew Knapp strikes out swinging, catcher Martin Maldonado to first baseman C.  J.   Cron.  ","R","L","R","LAA","PHI","S",2,"null",1,2,2017,"0.6025","-1.5497","-0.4581","-0.4562","null","null","null",0,6,"Top","null","null",,,455117,,"null","1.0389","-116.6599","-5.0212","5.1901","21.9317","-45.3277","3.5935","1.3632","null","null","null","79.3440","2481","5.7360",491705,500724,455117,543068,592230,472528,592743,519184,545361,570717,"54.7859","null","null","0.00",1,0,0,"null",44,"4","Curveball",7,0,0,7,0,7,0,7,"Standard","Standard"
"KC","2017-07-19","79.3","-3.0102","6.0242","Dee Gordon",543829,601713,"strikeout","swinging_strike_blocked",,,,,14,"Dee Gordon strikes out swinging, catcher Andrew Knapp to first baseman Tommy Joseph.  ","R","L","R","MIA","PHI","S",2,"null",0,2,2017,"1.2115","-1.1305","0.0875","-0.4456","null","null","null",1,5,"Bot","null","null",,,595284,,"null","4.5008","-115.0260","-5.0299","9.4723","27.2264","-41.0878","3.2018","1.2728","null","null","null","78.2760","2985","6.3780",491515,601713,595284,571830,514917,596748,520471,537953,546318,608384,"54.1202","null","null","0.00",1,0,0,"null",46,"5","Knuckle Curve",2,4,2,4,4,2,2,4,"Standard","Strategic"
"CU","2017-05-07","80.6","-2.0206","5.6683","Jake Lamb",571875,543022,"strikeout","swinging_strike_blocked",,,,,14,"Jake Lamb strikes out swinging, catcher Dustin Garneau to first baseman Mark Reynolds.  ","R","L","R","COL","ARI","S",2,"null",2,2,2017,"0.4315","-0.9801","0.2446","-0.4159","null","null","null",0,2,"Top","null","null",,,572863,,"170507_192402","4.1992","-117.2563","-5.0650","3.2294","20.0200","-40.4881","3.5200","1.6700","null","null","null","80.3350","3102","5.9030",490559,543022,572863,448602,518934,642162,596115,435622,453568,471865,"54.5969","null","null","0.00",1,0,0,"null",7,"6","Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"CH","2017-06-19","81.8","-2.3049","5.2635","Johan Camargo",622666,456501,"strikeout","swinging_strike_blocked",,,,,13,"Johan Camargo strikes out swinging, catcher Buster Posey to first baseman Brandon Belt.  ","R","L","R","ATL","SF","S",2,"null",1,2,2017,"-1.4443","-0.1776","-0.1627","-0.4197","null","null","null",0,5,"Bot","null","null",,,457763,,"null","7.3812","-118.5375","-5.7336","-14.6762","24.1367","-32.8996","3.5945","1.3725","null","null","null","80.1530","1234","5.5330",491153,456501,457763,474832,605412,456488,543063,491676,452655,452254,"54.9683","null","null","0.00",1,0,0,"null",35,"4","Changeup",2,0,2,0,0,2,2,0,"Standard","Standard"
"KC","2017-05-11","82.5","-2.3767","5.6801","Byron Buxton",621439,502085,"strikeout","swinging_strike_blocked",,,,,14,"Byron Buxton strikes out swinging, catcher Omar Narvaez to first baseman Jose Abreu.  ","R","R","R","CWS","MIN","S",2,"null",0,2,2017,"0.3745","-1.2038","1.7802","-0.4056","null","null","null",0,9,"Top","null","null",,,553882,,"170512_032532","8.6742","-119.7341","-4.9259","1.7811","24.4300","-42.8250","3.2800","1.5300","null","null","null","81.7590","2594","6.0610",490619,502085,553882,547989,573135,570560,641313,466320,544725,541645,"54.4377","null","null","0.00",1,0,0,"null",72,"3","Knuckle Curve",6,7,7,6,7,6,7,6,"Standard","Standard"
"CU","2017-08-04","81.2","-1.4865","6.5712","Alen Hanson",593700,598264,"strikeout","swinging_strike_blocked",,,,,14,"Alen Hanson strikes out swinging.  ","R","L","R","BOS","CWS","S",2,"null",0,2,2017,"0.2811","-1.3089","0.3887","-0.3955","null","null","null",0,8,"Top","null","null",,,543877,,"null","3.6482","-118.0108","-6.4413","1.8686","23.4539","-43.2101","3.2974","1.3879","null","null","null","80.6650","2156","6.0910",491725,598264,543877,434670,456488,646240,593428,643217,598265,605141,"54.4087","null","null","0.00",1,0,0,"null",57,"3","Curveball",2,2,2,2,2,2,2,2,"Standard","Standard"
"KC","2017-06-02","82.4","-3.0402","5.7945","Wil Myers",571976,608566,"strikeout","swinging_strike_blocked",,,,,14,"Wil Myers strikes out swinging.  ","R","R","R","SD","COL","S",2,"null",0,2,2017,"0.5101","-1.1492","1.6070","-0.3977","null","null","null",0,5,"Bot","null","null",,,547172,,"170603_034526","9.3039","-119.1716","-5.1386","2.5542","25.8192","-41.6873","3.3190","1.5130","null","null","null","79.3690","2815","4.8130",490917,608566,547172,448602,518934,571448,596115,435622,453568,471865,"55.6853","null","null","0.00",1,0,0,"null",46,"3","Knuckle Curve",6,4,6,4,4,6,6,4,"Standard","Standard"
"CU","2017-04-11","81.8","-1.5765","5.9958","Danny Valencia",502143,501789,"strikeout","swinging_strike_blocked",,,,,14,"Danny Valencia strikes out swinging.  ","R","R","R","SEA","HOU","S",2,"null",2,2,2017,"0.7336","-1.1519","0.1451","-0.3951",443558,"null","null",1,6,"Bot","null","null",,,435263,,"170412_042204","2.4745","-118.8877","-5.5849","6.3358","23.9355","-42.0265","3.5000","1.6700","null","null","null","81.0340","2664","5.9450",490208,501789,435263,493329,514888,608324,621043,503556,545350,543807,"54.5536","null","null","0.00",1,0,0,"null",54,"5","Curveball",3,6,3,6,6,3,3,6,"Standard","Standard"
