"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2015-04-22","94.7","1.4675","6.2949","Angel Pagan",434636,477132,"strikeout","called_strike",,,,,12,"Angel Pagan called out on strikes.  ","R","R","L","SF","LAD","S",2,"null",0,2,2015,"-0.10355833333333333333","2.0705000000000000","0.5170","3.5920","null","null","null",2,6,"Bot","null","null",,,454560,,"150422_211333","-3.1800","-137.7790","-5.7440","0.3550","34.4690","-7.3440","3.2200","1.5500","null","null","null","93.9750","2398","6.2820",413865,477132,454560,457759,435062,346874,276519,475100,502317,624577,"54.2160","null","null","0.00",1,0,0,"null",45,"3","4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard"
"FF","2015-04-28","94.0","-2.1780","6.1635","Will Harris",501789,543508,"strikeout","called_strike",,,,,3,"Will Harris called out on strikes.  ","R","R","R","SD","HOU","S",2,"null",0,2,2015,"-0.16896666666666666667","1.21050000000000000000","0.4200","3.5800",543257,545350,"null",2,9,"Top","null","null",,,519083,,"150428_221814","3.6800","-136.7800","-2.4800","-0.5200","31.6600","-18.8200","3.5200","1.6100","null","null","null","93.6130","2319","6.1820",413948,543508,519083,408242,576397,500208,425549,506560,571976,605486,"54.3178","null","null","0.00",1,0,0,"null",83,"3","4-Seam Fastball",3,14,14,3,14,3,14,3,"Strategic","Strategic"
"FS","2015-07-11","85.5","-2.2306","6.9754","Miguel Sano",593934,430580,"strikeout","called_strike",,,,,2,"Miguel Sano called out on strikes.  ","R","R","R","MIN","DET","S",2,"null",0,2,2015,"-0.47652500000000000000","0.46803333333333333333","0.2720","3.5650","null",408045,"null",2,1,"Bot","null","null",,,543510,,"150711_152241","6.5050","-124.2910","-2.0160","-3.9200","23.0390","-29.1450","3.5300","1.6300","null","null","null","84.7610","1532","5.7590",414963,430580,543510,571868,435079,592206,578428,493316,434658,502110,"54.7402","null","null","0.00",1,0,0,"null",8,"3","Split Finger",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2015-06-05","93.9","-1.8399","6.1344","Pedro Alvarez",476883,502239,"strikeout","called_strike",,,,,12,"Pedro Alvarez called out on strikes.  ","R","L","R","ATL","PIT","S",2,"null",3,2,2015,"-1.4994000000000000","0.54973333333333333333","0.7700","3.5600","null","null","null",2,7,"Top","null","null",,,150229,,"150605_215451","9.9900","-136.3200","-1.6000","-18.7200","26.8600","-27.4600","3.4300","1.6300","null","null","null","93.6310","2089","6.1560",414470,502239,150229,518692,465674,346874,592743,592239,457727,455976,"54.3451","null","null","0.00",1,0,0,"null",60,"7","Sinker",4,6,6,4,6,4,6,4,"Infield shift","Standard"
"SL","2015-09-03","83.3","1.1909","5.8539","Clint Robinson",519208,621408,"strikeout","called_strike",,,,,2,"Clint Robinson called out on strikes.  ","R","L","L","WSH","ATL","S",2,"null",1,2,2015,"-0.51270833333333333333","-0.13683333333333333333","0.0390","3.5470","null","null","null",2,8,"Bot","null","null",,,543432,,"150903_215950","-1.8030","-121.2550","1.7750","-4.0960","23.3260","-35.6000","3.7300","1.8200","null","null","null","82.5200","2165","5.8930",415645,621408,543432,430897,607054,493343,592743,611177,457727,455976,"54.6064","null","null","0.00",1,0,0,"null",78,"4","Slider",15,1,15,1,1,15,15,1,"Standard","Standard"
"FT","2015-08-29","94.3","-0.8127","6.0684","Domingo Santana",570267,543881,"strikeout","called_strike",,,,,2,"Domingo Santana called out on strikes.  ","R","R","R","MIL","CIN","S",2,"null",2,2,2015,"-1.3727583333333333","1.12880000000000000000","0.2120","3.5440",460075,452252,501981,2,4,"Bot","null","null",,,571466,,"150829_201748","5.3420","-137.1350","-2.9570","-16.9440","31.3660","-19.8020","3.9300","1.7000","null","null","null","93.8330","2269","6.2280",415577,543881,571466,458015,408252,453943,553993,435401,430652,457803,"54.2739","null","null","0.00",1,0,0,"null",47,"5","2-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard"
"SI","2015-06-05","96.2","-2.2715","6.2522","Kris Bryant",592178,543699,"strikeout","called_strike",,,,,11,"Kris Bryant called out on strikes.  ","R","R","R","WSH","CHC","S",2,"null",2,2,2015,"-1.7081500000000000","1.2979333333333333","-0.0590","3.5250","null","null","null",2,1,"Top","null","null",,,467092,,"150605_191034","9.3320","-139.7220","-3.5330","-22.2280","33.9910","-17.0940","3.3900","1.4500","null","null","null","95.1050","2076","6.0970",414463,543699,467092,475582,457787,543685,435622,572191,452655,547180,"54.4020","null","null","0.00",1,0,0,"null",3,"6","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2015-05-16","82.6","-1.2987","6.7512","Miguel Cabrera",408234,453646,"strikeout","called_strike",,,,,3,"Miguel Cabrera called out on strikes.  ","R","R","R","STL","DET","S",2,"null",1,2,2015,"0.09545000000000000000","0.17420000000000000000","0.5290","3.5270","null",435079,"null",2,4,"Top","null","null",,,425877,,"150516_155758","3.3980","-120.2740","-0.5070","2.4260","18.7710","-32.3720","3.6000","1.7900","null","null","null","82.8170","null","5.7210",414197,453646,425877,448602,543939,572761,425509,407812,488721,545341,"54.7780","null","null","0.00",1,0,0,"null",35,"5","Slider",2,3,3,2,3,2,3,2,"Strategic","Standard"
"CU","2015-08-01","74.0","0.8750","6.4045","Mike Trout",545361,477132,"strikeout","called_strike",,,,,2,"Mike Trout called out on strikes.  ","R","R","L","LAD","LAA","S",2,"null",1,2,2015,"-0.17314166666666666667","-1.5071000000000000","0.2150","3.5250","null","null","null",2,1,"Top","null","null",,,518735,,"150801_131112","-1.7120","-107.7440","4.2540","-0.3630","20.8180","-45.9280","3.5600","1.6500","null","null","null","72.4640","2171","5.4350",415196,477132,518735,408236,435062,648717,276519,475100,571771,624577,"55.0632","null","null","0.00",1,0,0,"null",3,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2015-05-26","82.8","-2.7542","4.7703","Caleb Joseph",543376,450212,"strikeout","called_strike",,,,,2,"Caleb Joseph called out on strikes.  ","R","R","R","BAL","HOU","S",2,"null",2,2,2015,"0.03143333333333333333","0.56693333333333333333","0.0010","3.5300","null","null",430321,2,7,"Bot","null","null",,,488771,,"150526_211540","4.9690","-120.4530","2.5240","1.6890","25.8680","-28.3860","3.5800","1.6300","null","null","null","81.6860","2102","5.6180",414335,450212,488771,474892,514888,472528,503556,605512,458675,543807,"54.8832","null","null","0.00",1,0,0,"null",54,"6","Slider",1,2,1,2,2,1,1,2,"Infield shift","Strategic"
"FF","2015-05-28","90.2","2.6619","6.0284","Rajai Davis",434658,501625,"strikeout","called_strike",,,,,1,"Rajai Davis called out on strikes.  ","R","R","L","LAA","DET","S",2,"null",2,2,2015,"0.70778333333333333333","1.7351000000000000","-0.4170","3.5230",543510,578428,"null",2,9,"Top","null","null",,,455104,,"150528_221334","-9.2710","-131.1030","-3.5660","10.3630","30.6860","-13.6770","3.6200","1.7300","null","null","null","89.8520","2289","6.5490",414362,501625,455104,502205,543213,501896,605227,501245,543590,594777,"53.9503","null","null","0.00",1,0,0,"null",76,"5","4-Seam Fastball",12,2,2,12,2,12,2,12,"Standard","Standard"
"FF","2015-07-29","96.5","-3.0689","4.9957","Preston Tucker",605512,641627,"strikeout","called_strike",,,,,12,"Preston Tucker called out on strikes.  ","R","L","R","HOU","LAA","S",2,"null",0,2,2015,"-1.2433333333333333","0.90520000000000000000","0.1930","3.5080","null","null",545350,2,7,"Bot","null","null",,,542208,,"150729_212623","10.4490","-140.1460","-0.2090","-15.9180","31.5740","-22.3080","3.3200","1.5900","null","null","null","95.5540","2100","5.8270",415153,641627,542208,405395,543213,543216,430947,461815,430203,594777,"54.6737","null","null","0.00",1,0,0,"null",56,"3","4-Seam Fastball",4,1,4,1,1,4,4,1,"Standard","Standard"
"CU","2015-10-01","69.5","2.1030","6.1931","Shin-Soo Choo",425783,459987,"strikeout","called_strike",,,,,12,"Shin-Soo Choo called out on strikes.  ","R","L","L","TEX","LAA","S",2,"null",2,2,2015,"-1.2753416666666667","-1.2204333333333333","0.5190","3.5090","null",462101,592261,2,6,"Bot","null","null",,,542208,,"151001_212626","-0.9980","-101.0940","4.7260","-8.6150","14.7190","-42.4750","3.1700","1.3400","null","null","null","68.6970","2553","5.4340",416023,459987,542208,543068,543213,501896,430947,425664,545361,594777,"55.0634","null","null","0.00",1,0,0,"null",52,"5","Curveball",4,2,4,2,2,4,4,2,"Standard","Standard"
"FF","2015-05-07","95.7","-1.2818","6.6562","John Lackey",407793,518748,"strikeout","called_strike",,,,,3,"John Lackey called out on strikes.  ","R","R","R","STL","CHC","S",2,"null",2,2,2015,"-0.61847500000000000000","1.6419333333333333","0.3800","3.4970","null",425877,"null",2,6,"Bot","null","null",,,471083,,"150507_144604","5.1020","-139.0860","-5.0770","-6.7590","36.0140","-12.7290","3.9800","1.8000","null","null","null","95.6560","2304","6.4500",414069,518748,471083,519203,608365,592178,516770,458085,519333,624585,"54.0499","null","null","0.00",1,0,0,"null",48,"5","4-Seam Fastball",5,0,5,0,0,5,5,0,"Strategic","Standard"
"CH","2015-08-02","87.9","null","null","Franklin Gutierrez",429711,543507,"strikeout","called_strike",,,,,11,"Franklin Gutierrez called out on strikes.  ","R","R","R","MIN","SEA","S",2,"null",2,2,2015,"-0.94551666666666666667","1.12880000000000000000","-0.2330","3.4860",524968,"null","null",2,10,"Top","null","null",,,"null",,"150802_153953","2.6430","-127.9750","-2.0020","-9.6940","27.1150","-21.3770","3.2700","1.4400","null","null","null","null","null","null",415222,543507,"null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",67,"5","Changeup",1,1,1,1,1,1,1,1,"null","null"
"FT","2015-06-20","95.8","-1.4524","6.2956","Joe Panik",605412,516910,"strikeout","called_strike",,,,,12,"Joe Panik called out on strikes.  ","R","L","R","LAD","SF","S",2,"null",1,2,2015,"-1.2210666666666667","0.72316666666666666667","0.7000","3.4930","null","null","null",2,5,"Top","null","null",,,518735,,"150620_173514","7.2410","-139.3040","-3.1850","-15.4710","29.9850","-24.8910","3.1700","1.4900","null","null","null","93.5780","2285","5.0670",414684,516910,518735,408236,435062,457759,276519,444843,592626,624577,"55.4311","null","null","0.00",1,0,0,"null",36,"4","2-Seam Fastball",2,4,4,2,4,2,4,2,"Standard","Standard"
"SI","2015-06-26","93.1","-1.7007","6.1292","Gregory Polanco",570256,554234,"strikeout","called_strike",,,,,3,"Gregory Polanco called out on strikes.  ","R","L","R","PIT","ATL","S",2,"null",2,2,2015,"-1.3268333333333333","0.47663333333333333333","0.4920","3.4940","null",474568,"null",2,2,"Bot","null","null",,,543432,,"150626_194411","8.4710","-135.4080","-1.2430","-15.9500","29.8220","-28.5170","3.9200","1.8000","null","null","null","92.6210","1909","6.1640",414752,554234,543432,453400,607054,346874,592743,430404,516811,455976,"54.3343","null","null","0.00",1,0,0,"null",17,"6","Sinker",0,1,0,1,1,0,0,1,"Standard","Standard"
"CU","2015-09-05","77.2","-1.5730","5.9616","Wily Peralta",503449,572102,"strikeout","called_strike",,,,,1,"Wily Peralta called out on strikes.","R","R","R","CIN","MIL","S",2,"null",0,2,2015,"0.9805500000000000","-1.2462333333333333","-0.3490","3.4800","null","null","null",2,2,"Top","null","null",,,430910,,"150905_183703","0.8620","-112.3600","3.9940","10.1430","21.3550","-44.9330","3.4500","1.6100","null","null","null","77.2120","1119","6.4900",415657,572102,430910,458015,408252,474443,553993,594807,534606,430652,"54.0086","null","null","0.00",1,0,0,"null",13,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SL","2015-07-21","85.0","-1.7227","5.9639","Brad Miller",543543,491703,"strikeout","called_strike",,,,,2,"Brad Miller called out on strikes.  ","R","L","R","DET","SEA","S",2,"null",1,2,2015,"0.31950833333333333333","0.26880000000000000000","0.1930","3.4780","null","null","null",2,8,"Top","null","null",,,488671,,"150721_222336","3.1700","-123.7980","0.2750","5.0370","23.6440","-31.3490","3.3700","1.5200","null","null","null","84.2220","2546","5.7630",415053,491703,488671,527043,435079,592206,461865,493316,543238,502110,"54.7369","null","null","0.00",1,0,0,"null",79,"4","Slider",8,11,11,8,11,8,11,8,"Standard","Standard"
"SL","2015-07-30","88.6","-2.6580","6.1421","Adonis Garcia",611177,571704,"strikeout","called_strike",,,,,11,"Adonis Garcia called out on strikes.  ","R","R","R","PHI","ATL","S",2,"null",2,2,2015,"-0.30952500000000000000","0.20286666666666666667","-0.2810","3.4800",516811,455976,"null",2,9,"Top","null","null",,,434563,,"150730_220542","5.8130","-128.9720","-0.2380","-2.1100","34.0590","-32.0640","3.0600","1.3800","null","null","null","85.7090","1565","5.1160",415169,571704,434563,429667,514917,596748,520471,519184,546318,502126,"55.3837","null","null","0.00",1,0,0,"null",75,"7","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"FT","2015-06-26","93.3","-1.8479","6.7188","Chris Owings",572008,475115,"strikeout","called_strike",,,,,11,"Chris Owings called out on strikes.  ","R","R","R","SD","ARI","S",2,"null",3,2,2015,"-1.12504166666666666667","0.79053333333333333333","-0.6830","3.4810","null","null","null",2,4,"Top","null","null",,,519083,,"150626_202046","5.0310","-135.8730","-3.9020","-13.3500","30.2480","-24.4080","3.0000","1.4100","null","null","null","92.0580","2480","5.5600",414751,475115,519083,475174,605486,519025,425549,457708,425834,461314,"54.9411","null","null","0.00",1,0,0,"null",29,"6","2-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FT","2015-09-03","90.7","-2.3940","6.0062","Chase Utley",400284,607067,"strikeout","called_strike",,,,,3,"Chase Utley called out on strikes.  ","R","L","R","SD","LAD","S",2,"null",1,2,2015,"-0.96639166666666666667","1.14170000000000000000","0.3980","3.4680","null","null","null",2,3,"Top","null","null",,,519083,,"150903_200039","8.5220","-131.8930","-2.9990","-10.7070","25.2730","-20.3990","3.5000","1.7200","null","null","null","92.1070","1921","6.9990",415648,607067,519083,477165,605486,500208,576397,457708,608671,461314,"53.5022","null","null","0.00",1,0,0,"null",24,"4","2-Seam Fastball",4,0,0,4,0,4,0,4,"Infield shift","Standard"
"SL","2015-04-14","83.5","2.7818","5.8188","Leonys Martin",547982,501625,"strikeout","called_strike",,,,,12,"Leonys Martin called out on strikes.  ","R","L","L","TEX","LAA","S",2,"null",1,2,2015,"0.29863333333333333333","0.48093333333333333333","0.3480","3.4640",425902,451713,"null",2,3,"Bot","null","null",,,455104,,"150414_202921","-7.0530","-121.3780","0.1690","4.6250","22.4810","-29.1610","3.3300","1.5500","null","null","null","83.3700","835","6.1380",413755,501625,455104,405395,543213,501896,430947,459964,545361,518577,"54.3587","null","null","0.00",1,0,0,"null",31,"4","Slider",4,0,4,0,0,4,4,0,"null","null"
"SL","2015-06-27","78.7","-0.0885","6.4710","Michael McKenry",502374,453311,"strikeout","called_strike",,,,,2,"Michael McKenry called out on strikes.  ","R","R","R","SF","COL","S",2,"null",2,2,2015,"0.21513333333333333333","-0.52240000000000000000","0.2170","3.4640","null","null",501647,2,1,"Top","null","null",,,572180,,"150627_132039","0.1430","-114.7510","1.6410","3.3650","17.5950","-38.9440","3.5200","1.5100","null","null","null","78.7530","2234","5.8780",414773,453311,572180,457763,605412,622110,543063,453923,434636,452239,"54.6218","null","null","0.00",1,0,0,"null",7,"5","Slider",0,3,3,0,3,0,3,0,"Standard","Standard"
"SI","2015-09-01","86.6","-2.9342","6.8125","Brandon Moss",461235,450729,"strikeout","called_strike",,,,,3,"Brandon Moss called out on strikes.  ","R","L","R","STL","WSH","S",2,"null",0,2,2015,"-1.6413500000000000","1.4083000000000000","0.4900","3.4600",425877,543939,448602,2,3,"Bot","null","null",,,467092,,"150901_203948","11.2000","-125.5800","-3.8600","-17.4200","24.3700","-18.5800","3.4400","1.6400","null","null","null","87.3860","2017","6.6230",415629,450729,467092,475582,543685,488862,435622,150029,572191,547180,"53.8776","null","null","0.00",1,0,0,"null",34,"3","Sinker",3,4,3,4,4,3,3,4,"Standard","Standard"
"FF","2015-05-20","95.7","null","null","Alex Rodriguez",121347,519322,"strikeout","called_strike",,,,,1,"Alex Rodriguez called out on strikes.  ","R","R","R","WSH","NYY","S",2,"null",0,2,2015,"-0.59203333333333333333","1.22626666666666666667","-0.7240","3.4630","null","null",544369,2,9,"Top","null","null",,,"null",,"150520_214938","3.2820","-139.2950","-2.4770","-6.5080","31.9660","-18.0730","3.5900","1.7200","null","null","null","null","null","null",414250,519322,"null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",71,"3","4-Seam Fastball",3,2,2,3,2,3,2,3,"null","null"
"FF","2015-09-20","96.3","-2.5301","5.3556","Mike Olt",592609,502083,"strikeout","called_strike",,,,,2,"Mike Olt called out on strikes.  ","R","R","R","CLE","CWS","S",2,"null",2,2,2015,"-1.2572500000000000","1.3696000000000000","0.1250","3.4610","null",493351,"null",2,6,"Top","null","null",,,543228,,"150920_151711","9.1820","-139.8890","-2.6760","-16.1750","29.1450","-15.7900","3.5900","1.6400","null","null","null","98.1950","2342","7.1990",415878,502083,543228,467793,543401,449107,596019,488726,501659,502082,"53.2686","null","null","0.00",1,0,0,"null",49,"5","4-Seam Fastball",3,0,0,3,0,3,0,3,"Strategic","Standard"
"FF","2015-07-25","92.0","null","null","Marcus Semien",543760,518516,"strikeout","called_strike",,,,,3,"Marcus Semien called out on strikes.  ","R","R","L","SF","OAK","S",2,"null",1,2,2015,"0.68551666666666666667","1.4498666666666667","0.5990","3.4490","null","null","null",2,7,"Top","null","null",,,"null",,"150725_150235","-10.4830","-133.6490","-3.3450","10.7280","25.7420","-16.1540","3.5600","1.6200","null","null","null","null","null","null",415109,518516,"null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",50,"4","4-Seam Fastball",2,1,1,2,1,2,1,2,"null","null"
"FF","2015-08-12","96.5","-0.4703","6.7451","Sean Rodriguez",446481,608379,"strikeout","called_strike",,,,,1,"Sean Rodriguez called out on strikes.  ","R","R","R","STL","PIT","S",2,"null",2,2,2015,"-1.4326000000000000","1.7838333333333333","-0.8100","3.4510","null",476883,570256,2,6,"Top","null","null",,,425877,,"150812_210509","2.7370","-140.4020","-6.3620","-18.5840","33.2970","-10.1630","3.5700","1.6300","null","null","null","97.7090","2292","6.8410",415356,608379,425877,461235,543939,572761,425509,572039,545341,518792,"53.6604","null","null","0.00",1,0,0,"null",50,"6","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2015-06-15","94.0","1.4491","6.3006","Maikel Franco",596748,612672,"strikeout","called_strike",,,,,11,"Maikel Franco called out on strikes.  ","R","R","L","BAL","PHI","S",2,"null",0,2,2015,"0.60340833333333333333","1.3409333333333333","-0.8700","3.4400","null","null","null",2,1,"Top","null","null",,,446308,,"150615_193724","-7.7700","-136.6400","-3.6300","9.9700","29.8900","-17.0400","3.3000","1.4300","null","null","null","93.1930","2274","5.6100",414609,612672,446308,448801,475247,592518,429666,460099,430945,501983,"54.8917","null","null","0.00",1,0,0,"null",3,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
