"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2016-09-13","77.7","1.8836","5.8159","Francisco Lindor",596019,500779,"strikeout","swinging_strike_blocked",,,,,13,"Francisco Lindor strikes out swinging, catcher Alex Avila to first baseman Todd Frazier.  ","R","R","L","CWS","CLE","S",2,"null",1,2,2016,"-0.48905000000000000000","-0.29593333333333333333","-1.1370","-0.5610",543401,"null","null",2,5,"Top","null","null",,,488671,,"160913_202349","-5.2160","-112.9140","-5.3040","-3.3090","21.9870","-36.5390","3.2400","1.5200","null","null","null","76.9760","2050","6.2640",449023,500779,488671,453943,573135,570560,641313,466320,594809,541645,"54.2376","null","null","0.00",1,0,0,"null",35,"4","Curveball",1,1,1,1,1,1,1,1,"Standard","Standard"
"KC","2016-05-24","79.6","3.0473","6.3807","Nolan Arenado",571448,456034,"strikeout","swinging_strike_blocked",,,,,13,"Nolan Arenado strikes out swinging.  ","R","R","L","BOS","COL","S",2,"null",1,2,2016,"-0.69780000000000000000","-0.18413333333333333333","-1.0980","-0.5520","null","null","null",2,3,"Top","null","null",,,543877,,"160524_200634","-7.4470","-115.4150","-7.3920","-5.3410","27.3780","-35.6120","3.4200","1.5900","null","null","null","76.4560","2395","5.0420",447545,456034,543877,434670,456030,592710,593428,455759,598265,605141,"55.4562","null","null","0.00",1,0,0,"null",25,"4","Knuckle Curve",4,2,2,4,2,4,2,4,"Standard","Standard"
"CU","2016-07-21","74.3","-1.3199","6.3503","Derek Norris",519083,425794,"strikeout","swinging_strike_blocked",,,,,14,"Derek Norris strikes out swinging.  ","R","R","R","STL","SD","S",2,"null",1,2,2016,"0.88035000000000000000","-1.1975000000000000","0.9490","-0.5280","null","null","null",2,2,"Top","null","null",,,425877,,"160721_183747","2.8850","-108.1680","-3.5820","8.4300","22.3070","-43.4260","3.2800","1.4800","null","null","null","73.4020","2811","6.3250",448296,425794,425877,571431,594824,576397,649557,407812,545341,502054,"54.1772","null","null","0.00",1,0,0,"null",10,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2016-05-26","89.3","-2.5209","6.1135","Mikie Mahtook",543484,430661,"strikeout","swinging_strike_blocked",,,,,14,"Mikie Mahtook strikes out swinging, catcher Jeff Mathis to first baseman Chris Johnson.  ","R","R","R","TB","MIA","S",2,"null",0,2,2016,"0.62985000000000000000","0.46086666666666666667","1.2170","-0.5200","null","null",543543,2,8,"Bot","null","null",,,425772,,"160526_153453","6.8290","-129.4560","-10.6830","9.2650","27.1690","-29.0080","3.5000","1.5600","null","null","null","89.5820","null","6.7030",447575,430661,425772,453400,500743,445988,588751,518618,542303,502261,"53.7942","null","null","0.00",1,0,0,"null",68,"3","Slider",1,8,1,8,8,1,1,8,"Standard","Standard"
"CU","2016-09-08","82.9","-2.3698","6.3052","Eugenio Suarez",553993,467100,"strikeout","swinging_strike_blocked",,,,,14,"Eugenio Suarez strikes out swinging.  ","R","R","R","PIT","CIN","S",2,"null",0,2,2016,"0.15946666666666666667","-0.34036666666666666667","1.6780","-0.4750","null","null",594988,2,5,"Top","null","null",,,465041,,"160908_201814","7.5490","-120.1820","-7.8810","3.0430","23.5710","-37.6030","3.5800","1.6500","null","null","null","81.6090","2493","5.7780",448954,467100,465041,501896,543281,628356,474568,570256,457705,605137,"54.7205","null","null","0.00",1,0,0,"null",38,"3","Curveball",3,0,0,3,0,3,0,3,"Standard","Standard"
"KC","2016-07-08","82.4","-1.2605","6.2089","Willson Contreras",575929,453343,"strikeout","swinging_strike_blocked",,,,,14,"Willson Contreras strikes out swinging.  ","R","R","R","PIT","CHC","S",2,"null",0,2,2016,"0.66325000000000000000","-1.1573666666666667","0.8760","-0.4640","null",592178,519203,2,9,"Top","null","null",,,518700,,"160708_223239","2.8070","-119.8360","-5.9100","8.0740","28.8930","-45.5100","3.3600","1.5100","null","null","null","81.5630","2779","6.4570",448159,453343,518700,446481,543281,501896,474568,516782,457705,624428,"54.0413","null","null","0.00",1,0,0,"null",81,"4","Knuckle Curve",8,4,4,8,4,8,4,8,"Strategic","Standard"
"KC","2016-08-12","82.1","-2.6788","5.7162","Adeiny Hechavarria",588751,502085,"strikeout","swinging_strike_blocked",,,,,14,"Adeiny Hechavarria strikes out swinging, catcher Omar Narvaez to first baseman Jose Abreu.  ","R","R","R","MIA","CWS","S",2,"null",1,2,2016,"0.87339166666666666667","-1.0799666666666667","0.4570","-0.4480","null","null","null",2,9,"Bot","null","null",,,553882,,"160812_223350","4.9040","-119.3530","-4.7960","10.1080","29.1060","-44.6090","3.2900","1.4700","null","null","null","81.2140","2652","6.3330",448585,502085,553882,547989,573135,453943,641313,466320,543776,594809,"54.1673","null","null","0.00",1,0,0,"null",77,"4","Knuckle Curve",2,4,2,4,4,2,2,4,"Standard","Standard"
"KC","2016-04-13","90.5","-2.6227","4.9221","Chris Davis",448801,518886,"strikeout","swinging_strike_blocked",,,,,14,"Chris Davis strikes out swinging, catcher Ryan Hanigan to first baseman Hanley Ramirez.  ","R","L","R","BOS","BAL","S",2,"null",1,2,2016,"0.40022500000000000000","-0.72450000000000000000","1.3020","-0.4440","null","null","null",2,9,"Top","null","null",,,452672,,"160413_222256","8.3180","-131.4720","-5.3430","6.6480","28.3790","-43.3630","3.7600","1.6900","null","null","null","89.7170","2579","6.0490",446983,518886,452672,434670,456030,543768,593428,571788,598265,605141,"54.4491","null","null","0.00",1,0,0,"null",74,"4","Knuckle Curve",4,2,2,4,2,4,2,4,"Infield shift","Standard"
"CU","2016-09-08","79.9","-1.1723","6.3077","Mikie Mahtook",543484,453284,"strikeout","swinging_strike_blocked",,,,,14,"Mikie Mahtook strikes out swinging.  ","R","R","R","NYY","TB","S",2,"null",2,2,2016,"0.04674166666666666667","-0.36186666666666666667","0.8260","-0.4370","null",523253,493351,2,7,"Top","null","null",,,435263,,"160908_213100","3.6990","-116.0180","-7.5700","1.7100","24.3950","-37.3780","3.5500","1.5900","null","null","null","78.4200","2413","5.8070",448959,453284,435263,592122,516770,452104,544369,458731,453056,592450,"54.6922","null","null","0.00",1,0,0,"null",58,"5","Curveball",4,4,4,4,4,4,4,4,"Standard","Standard"
"CU","2016-08-09","78.2","2.1250","5.8593","Jose Abreu",547989,621381,"strikeout","swinging_strike_blocked",,,,,13,"Jose Abreu strikes out swinging.  ","R","R","L","KC","CWS","S",2,"null",0,2,2016,"-1.2294166666666667","-0.18843333333333333333","-0.7100","-0.4100","null","null","null",2,7,"Top","null","null",,,521692,,"160809_211721","-4.2300","-113.7300","-5.7400","-10.1900","23.9600","-35.5900","3.5100","1.5600","null","null","null","76.5060","3016","5.5880",448544,621381,521692,543333,609275,596144,444876,460086,449181,456715,"54.9087","null","null","0.00",1,0,0,"null",55,"3","Curveball",3,4,4,3,4,3,4,3,"Standard","Standard"
