"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"KC","2018-07-29","77.7","1.9259","5.8332","Magneuris Sierra",642423,519301,"strikeout","swinging_strike_blocked",,,,,13,"Magneuris Sierra strikes out swinging, catcher Spencer Kieboom to first baseman Matt Adams.  ","R","L","L","MIA","WSH","S",2,"null",0,2,2018,"-0.4932","-0.7858","-0.7873","-0.6621","null","null","null",2,8,"Bot","null","null",,,571851,,"180729_194424","-4.9065","-112.9778","-5.5170","-3.2684","21.4984","-38.0451","3.3190","1.5130","null","null","null","77.5210","2446","6.3070",531000,519301,571851,571431,502517,448602,607208,665742,547180,594809,"54.1942","null","null","0.00",1,0,0,"null",64,"3","Knuckle Curve",5,0,5,0,0,5,5,0,"Standard","Strategic"
"KC","2018-06-29","81.6","-1.1612","6.1355","Franklin Barreto",620439,545333,"strikeout","swinging_strike_blocked",,,,,14,"Franklin Barreto strikes out swinging.  ","R","R","R","OAK","CLE","S",2,"null",0,2,2018,"0.5860","-1.7864","1.8325","-0.5787","null","null","null",2,5,"Bot","null","null",,,547379,,"180630_033424","5.5224","-118.2799","-4.8986","3.9210","27.8145","-47.2626","3.5349","1.3512","null","null","null","79.1390","2834","5.3260",530626,545333,547379,475174,543401,608070,596019,488726,571980,502082,"55.1724","null","null","0.00",1,0,0,"null",36,"3","Knuckle Curve",1,0,1,0,0,1,1,0,"Standard","Standard"
"CU","2018-04-08","81.0","-2.1446","5.3950","Austin Hedges",595978,450203,"strikeout","swinging_strike_blocked",,,,,14,"Austin Hedges strikes out swinging, catcher Max Stassi to first baseman Marwin Gonzalez.  ","R","R","R","HOU","SD","S",2,"null",2,2,2018,"1.2998","-1.4368","1.4217","-0.5821","null",452104,520471,2,4,"Top","null","null",,,545358,,"180408_190839","5.4618","-117.5847","-3.8230","10.4333","26.5228","-44.4946","3.3160","1.3971","null","null","null","79.4890","2820","5.8120",529543,450203,545358,503556,514888,608324,621043,605233,543807,502210,"54.6907","null","null","0.00",1,0,0,"null",27,"5","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2018-09-30","81.0","-3.1250","5.6638","Brock Holt",571788,595918,"strikeout","swinging_strike_blocked",,,,,14,"Brock Holt strikes out swinging.  ","R","L","R","BOS","NYY","S",2,"null",1,2,2018,"0.3233","-0.2309","0.4491","-0.5847","null",598265,"null",2,7,"Bot","null","null",,,543309,,"180930_215814","7.3412","-117.6030","-6.7693","1.4475","24.3405","-33.1324","3.3010","1.5040","null","null","null","80.4440","2228","6.2410",531831,595918,543309,572228,650402,588751,591720,435522,458731,642180,"54.2593","null","null","0.00",1,0,0,"null",66,"5","Curveball",10,2,10,2,2,10,10,2,"Standard","Standard"
"CU","2018-08-14","82.4","-1.2426","6.0827","Trevor Story",596115,501789,"strikeout","swinging_strike_blocked",,,,,14,"Trevor Story strikes out swinging.  ","R","R","R","HOU","COL","S",2,"null",1,2,2018,"1.0962","-1.1850","1.2456","-0.5788",518934,471865,571448,2,9,"Top","null","null",,,545358,,"180815_031057","3.5180","-119.7718","-6.1329","9.4763","28.5596","-42.1358","3.4110","1.5875","null","null","null","81.4140","2739","6.2260",531199,501789,545358,643603,493329,608324,621043,503556,663656,502210,"54.2767","null","null","0.00",1,0,0,"null",71,"4","Curveball",1,5,5,1,5,1,5,1,"Standard","Standard"
"SL","2018-05-30","82.0","2.3466","6.0134","Billy Hamilton",571740,571578,"strikeout","swinging_strike_blocked",,,,,13,"Billy Hamilton strikes out swinging.  ","R","R","L","ARI","CIN","S",2,"null",1,2,2018,"-0.2364","-0.0327","-1.4299","-0.5587","null",606299,"null",2,6,"Top","null","null",,,571974,,"180530_212117","-7.9911","-118.8113","-8.0176","-0.4718","25.4592","-31.0241","3.2546","1.3359","null","null","null","80.6770","2417","5.8960",530231,571578,571974,502671,606466,571875,605113,444482,502481,593647,"54.6059","null","null","0.00",1,0,0,"null",49,"5","Slider",4,6,6,4,6,4,6,4,"Standard","Standard"
"CU","2018-09-27","78.0","1.4777","6.0899","Todd Frazier",453943,608331,"strikeout","swinging_strike_blocked",,,,,14,"Todd Frazier strikes out swinging.  ","R","R","L","NYM","ATL","S",2,"null",1,2,2018,"-0.2120","-1.7808","0.3979","-0.5455","null",624424,457803,2,8,"Bot","null","null",,,435559,,"180928_013829","-1.9340","-113.4165","-3.9293","-1.3733","25.3378","-46.7159","3.4900","1.6010","null","null","null","77.4700","2895","6.4640",531785,608331,435559,475247,645277,622666,518586,594807,660670,455976,"54.0359","null","null","0.00",1,0,0,"null",63,"4","Curveball",4,1,4,1,1,4,4,1,"Standard","Standard"
"KC","2018-06-30","85.6","-2.4024","6.1835","Yasiel Puig",624577,608566,"strikeout","swinging_strike_blocked",,,,,14,"Yasiel Puig strikes out swinging.  ","R","R","R","LAD","COL","S",2,"null",0,2,2018,"-0.3184","-0.7054","0.7910","-0.5438","null","null","null",2,2,"Bot","null","null",,,455104,,"180630_233956","7.9006","-123.9973","-7.9937","-4.6515","23.7860","-37.8648","3.4872","1.5833","null","null","null","83.2900","2681","4.9220",530642,608566,455104,435622,518934,571448,596115,467827,453568,471865,"55.5770","null","null","0.00",1,0,0,"null",12,"3","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-06-06","80.9","-0.9594","6.1947","Gary Sanchez",596142,446099,"strikeout","swinging_strike_blocked",,,,,14,"Gary Sanchez strikes out swinging.  ","R","R","R","TOR","NYY","S",2,"null",2,2,2018,"0.2436","-1.4083","0.5570","-0.5097",519317,"null","null",2,11,"Top","null","null",,,431145,,"180607_020157","2.9206","-117.7463","-5.5570","1.6284","24.9118","-44.2230","3.0734","1.4172","null","null","null","80.6360","2116","6.3580",530328,446099,431145,475253,581527,500208,649557,606192,607680,434158,"54.1418","null","null","0.00",1,0,0,"null",74,"7","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2018-04-17","84.2","-2.8952","5.7701","Justin Bour",571506,502085,"strikeout","swinging_strike_blocked",,,,,14,"Justin Bour strikes out swinging.  ","R","L","R","NYY","MIA","S",2,"null",1,2,2018,"0.8789","-0.8146","0.7005","-0.4958","null","null","null",2,9,"Top","null","null",,,596142,,"180418_014208","6.5757","-122.1507","-6.3425","7.0291","29.3876","-38.8991","3.4771","1.4879","null","null","null","83.0760","2797","6.2210",529663,502085,596142,592122,435522,609280,544369,458731,543305,592450,"54.2774","null","null","0.00",1,0,0,"null",73,"4","Knuckle Curve",0,9,9,0,9,0,9,0,"Infield shift","Standard"
"KC","2018-07-04","84.7","-1.3712","5.5969","Alcides Escobar",444876,592102,"strikeout","swinging_strike_blocked",,,,,14,"Alcides Escobar strikes out swinging.  ","R","R","R","KC","CLE","S",2,"null",0,2,2018,"0.6340","-1.0251","1.1021","-0.4892","null",460086,"null",2,9,"Bot","null","null",,,547379,,"180705_030408","4.5078","-123.2337","-5.8079","5.5020","24.9961","-41.5971","3.2354","1.3661","null","null","null","84.4900","2672","6.2070",530697,592102,547379,475174,543401,608070,596019,488726,656185,571980,"54.2928","null","null","0.00",1,0,0,"null",72,"3","Knuckle Curve",2,3,2,3,3,2,2,3,"Standard","Standard"
"CU","2018-05-26","77.2","1.6471","5.8226","Brandon Belt",474832,500779,"strikeout","swinging_strike_blocked",,,,,13,"Brandon Belt strikes out swinging.  ","R","L","L","CHC","SF","S",2,"null",0,2,2018,"-0.7909","-0.9947","-1.0936","-0.4865",491676,"null","null",2,1,"Top","null","null",,,575929,,"180526_232453","-4.3765","-112.3568","-4.7309","-5.8378","18.2511","-39.8747","3.1318","1.4560","null","null","null","76.4180","2320","5.4840",530180,500779,575929,519203,450314,592178,595879,656941,664023,518792,"55.0151","null","null","0.00",1,0,0,"null",4,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-09-19","79.9","-2.0090","5.4289","Scooter Gennett",571697,642547,"strikeout","swinging_strike_blocked",,,,,14,"Scooter Gennett strikes out swinging.  ","R","L","R","MIL","CIN","S",2,"null",0,2,2018,"0.6752","-0.6758","1.5701","-0.4766","null",641525,"null",2,9,"Top","null","null",,,444489,,"180920_022051","6.6530","-116.1572","-4.9621","4.8367","23.5711","-37.5618","3.3010","1.5040","null","null","null","80.4240","2329","6.8900",531679,642547,444489,543768,570731,519058,606115,592885,542979,434158,"53.6095","null","null","0.00",1,0,0,"null",66,"7","Curveball",7,0,0,7,0,7,0,7,"Strategic","Standard"
"SL","2018-09-28","86.7","-1.7368","6.2101","Rowdy Tellez",642133,607192,"strikeout","swinging_strike_blocked",,,,,13,"Rowdy Tellez strikes out swinging, catcher Adam Moore to first baseman Jake Bauers.  ","R","L","R","TB","TOR","S",2,"null",0,2,2018,"0.0160","-1.2467","-0.1696","-0.4847",641856,"null","null",2,1,"Top","null","null",,,446192,,"180928_231630","3.7421","-126.0875","-7.1585","-0.7164","29.8993","-44.0096","3.5703","1.6232","null","null","null","86.7720","2952","6.7470",531806,607192,446192,641343,664040,621563,642715,502054,605480,640457,"53.7509","null","null","0.00",1,0,0,"null",4,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2018-06-08","84.6","-2.5049","5.9260","Javier Baez",595879,641771,"strikeout","swinging_strike_blocked",,,,,14,"Javier Baez strikes out swinging.  ","R","R","R","CHC","PIT","S",2,"null",2,2,2018,"0.9834","-1.3607","1.1771","-0.4709","null",450314,546991,2,1,"Bot","null","null",,,465041,,"180608_184214","6.5803","-122.8648","-5.7576","8.1997","26.8884","-44.5295","3.2924","1.4345","null","null","null","83.0880","3128","5.6290",530353,641771,465041,501896,543281,592567,474568,572816,516782,640457,"54.8679","null","null","0.00",1,0,0,"null",11,"5","Knuckle Curve",2,1,2,1,1,2,2,1,"Standard","Standard"
"KC","2018-06-08","80.8","-1.2966","5.8793","Leonys Martin",547982,545333,"strikeout","swinging_strike_blocked",,,,,14,"Leonys Martin strikes out swinging.  ","R","L","R","DET","CLE","S",2,"null",1,2,2018,"0.5617","-1.6206","0.5781","-0.4571","null",578428,553988,2,2,"Bot","null","null",,,547379,,"180608_234548","3.0816","-117.3325","-4.2888","4.2889","25.4439","-45.8523","3.2451","1.3766","null","null","null","78.8060","2876","5.3410",530347,545333,547379,475174,543401,608070,596019,488726,656185,502082,"55.1575","null","null","0.00",1,0,0,"null",17,"4","Knuckle Curve",1,0,1,0,0,1,1,0,"Standard","Standard"
"KC","2018-09-14","82.2","-1.1458","6.0162","Matt Carpenter",572761,621111,"strikeout","swinging_strike_blocked",,,,,14,"Matt Carpenter strikes out swinging.  ","R","L","R","STL","LAD","S",2,"null",2,2,2018,"0.9545","-1.3809","1.0537","-0.4585","null",664056,666969,2,8,"Bot","null","null",,,518735,,"180915_025639","3.1374","-119.5606","-5.3933","8.3367","25.3289","-44.3048","3.4900","1.6010","null","null","null","81.5320","3125","6.0850",531609,621111,518735,641355,572821,457759,592518,592626,621035,624577,"54.4135","null","null","0.00",1,0,0,"null",61,"5","Knuckle Curve",0,2,0,2,2,0,0,2,"Strategic","Strategic"
"FS","2018-05-05","82.7","-1.0268","6.1389","Mike Zunino",572287,453284,"strikeout","swinging_strike_blocked",,,,,14,"Mike Zunino strikes out swinging, catcher Juan Graterol to first baseman Jefry Marte.  ","R","R","R","SEA","LAA","S",2,"null",2,2,2018,"-0.7601","-0.2203","0.6047","-0.4516",543829,592387,"null",2,9,"Bot","null","null",,,492802,,"180506_044718","5.1710","-120.0588","-7.9531","-8.3665","26.2630","-32.7836","3.1745","1.2756","null","null","null","81.9110","1035","6.1850",529902,453284,492802,527043,435079,446359,592743,457708,545361,455759,"54.3147","null","null","0.00",1,0,0,"null",83,"8","Split Finger",6,6,6,6,6,6,6,6,"Standard","Standard"
"SL","2018-08-13","84.7","-0.2439","6.0216","Yadiel Rivera",592680,656977,"strikeout","swinging_strike_blocked",,,,,14,"Yadiel Rivera strikes out swinging.  ","R","R","R","ATL","MIA","S",2,"null",0,2,2018,"1.1426","-0.3217","1.4725","-0.4265",592663,595375,605119,2,9,"Top","null","null",,,435559,,"180813_201536","1.7580","-123.1538","-8.0199","11.0971","23.5787","-34.0920","3.4941","1.6723","null","null","null","84.0050","2778","5.7940",531033,656977,435559,518692,645277,622666,518586,660670,542255,455976,"54.7033","null","null","0.00",1,0,0,"null",74,"3","Slider",9,1,1,9,1,9,1,9,"Standard","Standard"
"CU","2018-05-24","81.6","-2.3597","6.1252","Eugenio Suarez",553993,467100,"strikeout","swinging_strike_blocked",,,,,14,"Eugenio Suarez strikes out swinging.  ","R","R","R","CIN","PIT","S",2,"null",1,2,2018,"-0.1038","-0.6452","1.4262","-0.4181","null","null",606299,2,1,"Bot","null","null",,,553869,,"180524_165353","8.6200","-118.3977","-6.7986","-2.6333","22.9988","-37.0580","3.3760","1.4260","null","null","null","80.7160","2430","5.8850",530152,467100,553869,501896,543281,592567,446481,572816,640457,624428,"54.6148","null","null","0.00",1,0,0,"null",8,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-09-04","81.9","-3.0207","6.1778","Derek Dietrich",518618,453562,"strikeout","swinging_strike_blocked",,,,,14,"Derek Dietrich strikes out swinging, catcher Wilson Ramos to first baseman Carlos Santana.  ","R","L","R","MIA","PHI","S",2,"null",1,2,2018,"1.2738","-1.0442","0.3577","-0.4210","null","null","null",2,1,"Bot","null","null",,,467092,,"180904_233647","5.1499","-118.8537","-6.1425","10.4999","26.5929","-40.6415","3.3691","1.6072","null","null","null","80.2480","2685","5.6890",531487,453562,467092,467793,514917,452678,664068,656555,546318,608384,"54.8118","null","null","0.00",1,0,0,"null",13,"5","Curveball",1,4,1,4,4,1,1,4,"Infield shift","Strategic"
"CU","2018-09-16","81.4","-1.7968","6.6504","Jeff Mathis",425772,434378,"strikeout","swinging_strike_blocked",,,,,14,"Jeff Mathis strikes out swinging.  ","R","R","R","HOU","ARI","S",2,"null",0,2,2018,"0.8225","-1.4826","1.2908","-0.4060",518614,"null","null",2,5,"Top","null","null",,,455117,,"180916_193757","5.2937","-118.0122","-6.1692","6.1048","27.3785","-44.2788","3.3724","1.5367","null","null","null","79.1930","3181","5.4650",531634,434378,455117,493329,514888,608324,621043,643393,543807,502210,"55.0373","null","null","0.00",1,0,0,"null",33,"3","Curveball",1,0,0,1,0,1,0,1,"Standard","Strategic"
"CU","2018-06-09","78.6","-1.0580","6.5480","Scooter Gennett",571697,608379,"strikeout","swinging_strike_blocked",,,,,14,"Scooter Gennett strikes out swinging.  ","R","L","R","CIN","STL","S",2,"null",0,2,2018,"0.6276","-1.2492","1.2114","-0.3869","null",458015,"null",2,1,"Bot","null","null",,,425877,,"180609_202618","3.7535","-114.3939","-5.9078","4.8099","20.3518","-42.2444","3.0137","1.2653","null","null","null","78.4730","2377","6.1110",530372,608379,425877,500874,576397,572761,622168,542303,502054,451594,"54.3886","null","null","0.00",1,0,0,"null",9,"3","Curveball",0,2,0,2,2,0,0,2,"Standard","Standard"
"KC","2018-06-18","81.4","-1.3668","5.7886","Charlie Tilson",605508,545333,"strikeout","swinging_strike_blocked",,,,,14,"Charlie Tilson strikes out swinging.  ","R","L","R","CLE","CWS","S",2,"null",0,2,2018,"0.3171","-1.4963","1.0743","-0.3636","null",571602,"null",2,2,"Top","null","null",,,547379,,"180618_233813","4.8016","-118.2429","-4.2602","1.8306","25.2474","-45.0331","3.6077","1.3849","null","null","null","79.6210","2645","5.4260",530481,545333,547379,475174,543401,608070,596019,488726,434658,502082,"55.0736","null","null","0.00",1,0,0,"null",13,"3","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-05-01","85.5","-1.7111","6.2776","Yonder Alonso",475174,605309,"strikeout","swinging_strike_blocked",,,,,13,"Yonder Alonso strikes out swinging, catcher Robinson Chirinos to first baseman Ronald Guzman.  ","R","L","R","CLE","TEX","S",2,"null",1,2,2018,"0.3515","-0.0155","-0.0141","-0.3485","null","null",434658,2,9,"Bot","null","null",,,455139,,"180502_012003","3.2804","-124.2137","-9.2168","2.9206","25.6872","-30.6609","3.4110","1.5650","null","null","null","84.9690","2577","6.1080",529854,605309,455139,608597,592685,643396,595777,608336,592261,608577,"54.3919","null","null","0.00",1,0,0,"null",81,"4","Curveball",6,6,6,6,6,6,6,6,"Standard","Standard"
"KC","2018-05-19","83.6","-1.4852","5.6939","Tony Kemp",643393,592102,"strikeout","swinging_strike_blocked",,,,,14,"Tony Kemp strikes out swinging, catcher Yan Gomes to first baseman Yonder Alonso.  ","R","L","R","HOU","CLE","S",2,"null",1,2,2018,"1.0315","-0.7698","1.4674","-0.3397","null","null","null",2,9,"Bot","null","null",,,543228,,"180519_232049","4.7673","-121.5504","-5.8995","9.0747","25.2369","-38.7045","3.0499","1.0948","null","null","null","82.9380","2556","6.0310",530080,592102,543228,475174,543401,608070,596019,488726,434658,446386,"54.4709","null","null","0.00",1,0,0,"null",72,"5","Knuckle Curve",4,5,4,5,5,4,4,5,"Standard","Standard"
"SL","2018-07-30","85.9","2.0544","5.9259","Rougned Odor",596059,592662,"strikeout","swinging_strike_blocked",,,,,13,"Rougned Odor strikes out swinging, catcher John Ryan Murphy to first baseman Paul Goldschmidt.  ","R","L","L","ARI","TEX","S",2,"null",0,2,2018,"0.0678","0.5082","-1.6898","-0.3356","null","null","null",2,3,"Top","null","null",,,571974,,"180731_022920","-9.0584","-124.6582","-9.6330","2.5424","25.1345","-25.0569","3.3190","1.5130","null","null","null","86.3720","2074","6.7490",531008,592662,571974,502671,606466,500871,605113,445055,572041,519306,"53.7526","null","null","0.00",1,0,0,"null",20,"3","Slider",1,0,0,1,0,1,0,1,"Infield shift","Standard"
"KC","2018-07-21","82.7","-1.8615","6.0131","Yangervis Solarte",500208,502171,"strikeout","swinging_strike_blocked",,,,,14,"Yangervis Solarte strikes out swinging.  ","R","L","R","TOR","BAL","S",2,"null",1,2,2018,"0.3960","-1.6043","1.6096","-0.3312","null","null","null",2,5,"Bot","null","null",,,642851,,"180721_184220","6.9674","-119.7942","-4.6968","2.0074","27.1651","-45.9783","3.2377","1.4378","null","null","null","79.7990","2968","4.9370",530874,502171,642851,448801,570731,600524,542921,641820,430945,572073,"55.5627","null","null","0.00",1,0,0,"null",42,"6","Knuckle Curve",4,1,4,1,1,4,4,1,"Infield shift","Standard"
"CU","2018-09-12","80.1","1.9783","6.8033","Melky Cabrera",466320,605483,"strikeout","swinging_strike_blocked",,,,,13,"Melky Cabrera strikes out swinging.  ","R","R","L","TB","CLE","S",2,"null",1,2,2018,"-0.4267","-1.0052","-0.6965","-0.3103","null","null","null",2,2,"Top","null","null",,,491696,,"180912_173023","-4.9994","-116.1290","-6.8756","-2.5873","24.7637","-39.6346","3.4110","1.5650","null","null","null","77.5970","2435","5.0300",531585,605483,491696,641343,664040,621563,623205,502054,595281,605480,"55.4676","null","null","0.00",1,0,0,"null",11,"4","Curveball",2,0,0,2,0,2,0,2,"Standard","Strategic"
